,날짜,제목,요약
572,2017.11.12.,치솟는 국제유가…동네 휘발윳값 넉달째 급등,사진=연합뉴스 국제유가가 급등하고 있다. 국내 수입 비중이 높은 두바이유는 약 2년5개월 만에 최고치로 치솟았다. 12일 마켓포인트에 따르면 지난 10일(현지시간) 아랍에미리트(UAE) 두바이상업거래소에서...
573,2017.11.11.,벌써 60달러… 유가 급등세 고? 스톱?,사우디 ‘피의 숙청’ 기름부어 두바이유 61달러 넘어서 석달새 20% 가까이 올라 셰일오일 증산 가능성 남아 한은 “내년 50달러 박스권” 국제유가가 배럴당 60달러대의 고공행진을 이어가고 있다. 올해 내내 50달러...
574,2017.11.15.,[국제유가] 미국 산유량 증가 전망… WTI 1.9%↓,"본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 산유량 증가 전망에 하락했다. 14일(현지시간) 서부텍사스원유(WTI)는 1.06달러, 1.9% 하락한 배럴당 55.70달러를 기록했다. 브렌트유는..."
575,2017.11.16.,국제유가 또 하락..WTI 0.7%↓,[뉴스속보팀] 국제유가는 15일(현지시간) 하락세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.7%(0.37달러) 하락한 55.33달러에 거래를 마쳤다. 런던 ICE...
576,2017.11.17.,[국제유가] WTI 0.3%↓…‘美 재고·생산증가’ 닷새째 하락,국제유가가 5거래일 연속 하락했다. 석유수출국기구(OPEC)이 감산협약을 연장할 것으로 예상되는 가운데 미국의 증산과 재고 증가에 대한 우려가 커져 유가를 끌어내렸다. 16일(현지시간) 뉴욕상업거래소(NYMEX)에서...
577,2017.11.22.,[유동원의 성공투자] 유가·물가 상승…글로벌 인플레이션 속 유망 전략은?,"- 향후 1~2년 간 완만한 글로벌 인플레이션 회복 예상 - 드라기 총재, EU 인플레 2% 안정적 통화정책 유지 - 美 12월 금리 인상여부, 향후 금리속도 바로미터 - 美 완만한 금리인상 지속→글로벌 증시 상승동력 * 국제유가..."
578,2017.11.13.,10월 수출입물가 넉달 연속 상승세…치솟는 국제 유가 영향,[파이낸셜투데이=김남홍 기자] 지난달의 수출입물가가 국제유가의 지속적인 상승의 영향으로 넉달세 오름세를 기록했다. 이에 따라 수출입물가는 시차를 두고 소비자물가에 영향을 미치는 만큼 국내 물가도 점차...
579,2017.11.18.,국제유가 상승세 둔화...국내유가는 고공행진,국제유가 상승세가 둔화됐지만 국내 유가는 꾸준히 상승하고 있는 것으로 나타났습니다. 오늘 한국석유공사의 유가 정보 서비스 오피넷에 따르면 11월 셋째주 주유소의 휘발유 판매가격은 전주보다 8원 30전 오른...
580,2017.11.14.,[국제유가] WTI 0.03%↑…美 산유량 상승폭 제한,국제유가는 13일(현지시간) 혼조세를 보였다. 중동의 긴장감과 사상 최대 수준의 투기적 매수 포지션이 유가를 지지했지만 미국의 산유량도 증가해 상승폭을 제한했다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부...
581,2017.11.18.,"불안한 유가, 16주 연속 상승세..석유공사 ""휘발유값 당분간 상승할 것""","석유공사 관계자는 ""원유 선물시장 매수세가 줄고 미국의 원유 생산량이 역대 최고치로 늘어 국제 유가는 소폭 하락했지만 기존 유가 상승분이 반영돼 국내유가는 당분간 상승세를 유지할 것""이라고 전망했다."
582,2017.11.17.,"[특징주]대한항공, 국제 유가 하락·원화 가치 상승…↑",국제유가는 하락세를 이어가고 있다. 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.3%(0.19달러) 하락한 55.14달러에 거래를 마쳤다. 서울외환시장에서 원 ·달러 환율은 전...
583,2017.11.14.,"국제유가, 수급 개선 기대·미국 증산 우려에 보합","국제유가가 보합권에서 마감했다. 중동 지역의 지정학적 리스크는 수급 개선에 대한 기대를 키웠지만, 미국의 증산이 가격 상승을 제한했다. 13일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된 WTI 12월물은..."
584,2017.11.23.,"[증시브리핑] 국제유가, 美 원유재고 감소에 강세",◇ 상품 마감 미국의 주간 원유재고가 예상보다 더 큰폭으로 감소했다는 소식에 유가가 2% 넘게 올랐습니다. 58달러까지 회복하며 2년반만의 최고치 기록했습니다. (자세한 내용은 동영상을 시청하시기 바랍니다. )...
585,2017.11.16.,국제유가 하락세…WTI 0.7%↓,국제유가는 15일(현지시간) 하락세를 이어갔다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.7%(0.37달러) 하락한 55.33달러에 거래를 마쳤다. 런던 ICE 선물거래소의...
586,2017.11.15.,[유가 동향] 국제유가 급락…가격 상승에 공급 증가,상품시장 트레이더들은 사우디아라비아 정정 불안 우려로 불과 3거래일 만에 54달러에서 57달러까지 7% 넘게 올랐던 국제유가가 재고량 증가소식에 그동안 상승분을 모두 반납했다고 입을 모았다. 페트로브라스의...
587,2017.11.16.,[국제유가] 美 원유 재고 증가 등으로 하락,"[이투뉴스] 국제유가는 미국 원유 재고 증가, 미국 원유 생산 역대 최고치 기록 등으로 하락했다. 한국석유공사에 따르면 15일 서부텍사스중질유는 전일보다 37센트 하락한 배럴당 55.33달러, 북해산브렌트유도..."
588,2017.11.16.,[국제유가] WTI 0.7%↓ 4거래일 연속 하락…美 재고증가,15일(현지시간) 국제유가가 4거래일 연속 하락했다. 미국의 지난주 원유와 휘발유 재고가 예상과 달리 증가해 유가를 압박했다. 다만 정유공장 가동률이 증가하고 정제유 재고가 감소해 하락폭을 줄였다. 전일...
589,2017.11.15.,"국제유가, 석유 수요 둔화 전망에 큰폭으로 하락",[파이낸셜투데이=신혜정 기자] 국제유가가 석유 수요 둔화 영향으로 급락했다. 14일(현지시간) CNBC에 따르면 이날 뉴욕상업거래소에서 서부 텍사스산 원유 선물 12월물은 전 거래일보다 1.9% 하락한 배럴당 55.70 달러에...
590,2017.11.15.,"국제유가 하락, 셰일오일 생산 늘고 원유 수요 줄 가능성 부각","국제유가가 떨어졌다. 미국산 셰일오일 생산증가와 전 세계 석유 수요감소 전망에 영향을 받았다. 15일 한국석유공사에 따르면 서부텍사스산 원유(WTI)는 14일 배럴당 55.70달러, 브렌트유는 배럴당 62.21달러에..."
591,2017.11.20.,운전자도 주유소도 부담 … 유가 상승 언제까지,"국제 유가는 배럴당 60달러 초반에서 상승세가 꺾였지만, 시차 관계로 국내 기름값이 이번 주에도 오를 것으로 예상된다. 국내 기름값은 16주째 오름세다. 기름값 인상은 운전자들의 부담감 증폭은 물론 주유..."
592,2017.11.20.,"유가 상승…조선 '방긋', 유화·항공업계 '긴장'","먼저 국내 조선업계는 국제유가 상승으로 연안 및 심해에서 석유를 시추하는 글로벌 석유업체들의 해양플랜트 발주 물량이 늘어나 수주가 회복될 것으로 기대하고 있다. 업계 관계자는 ""조선 3사 모두..."
593,2017.11.17.,유가 정점? 노르웨이 국부펀드 석유 종목 '팔자',엑손 모빌 <출처=AP/뉴시스> 국제 유가가 최근 가파르게 상승한 가운데 고점 리스크로부터 노르웨이 경제를 보호하겠다는 것이 펀드 측의 설명이다. 16일(현지시각) 운용 자산 1조달러 규모의 노르웨이 국부펀드는 공식...
594,2017.11.11.,[국제유가] 美 공급 증가 신호에 하락 마감..WTI 0.8%↓,윤세미 기자 fiyonasm@ajunews.com [사진=연합/AP] 10일(현지시간) 국제유가가 미국산 원유 공급 증가 신호 여파로 하락했다.   이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당...
595,2017.11.16.,[국제유가] 15일 두바이유 등 3대 유종 하락,"15일 국제유가는 미국의 원유 및 재고 증가, 미 원유 생산 역대 최고치 기록, IEA의 세계 석유수요 증가 전망치 하향조정 등으로 하락한 반면 미 달러화 약세 등은 유가 하락폭을 제한했다. 미 에너지정보청(EIA)..."
596,2017.11.13.,[국제유가] 미국 원유 시추공 수 증가… WTI 0.75%↓,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 미국의 원유 시추공 수 증가 영향으로 하락했다. 10일(현지시간) 서부텍사스원유(WTI)는 43센트(0.75%) 하락한 배럴당 56.74달러를 기록했다....
597,2017.11.13.,"사우디 권력 싸움에 요동친 유가, 긴장한 항공업계",항공업계는 국제유가가 배럴당 1달러 상승하게 되면 항공유는 갤런(1배럴=42갤런)당 약 2.5센트 오를 것으로 추산한다. 항공유 상승은 항공사의 실적과 직결된다. 대한항공은 연간 항공유 소모량은 약 3300만배럴로...
598,2017.11.16.,"뉴욕증시, 국제유가 하락 등에 약세 마감…다우 0.59%↓",뉴욕증시가 국제유가 하락에 따른 에너지주 조정 등으로 하락 마감했다. 15일(미국시간) 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 전일 대비 138.19포인트(0.59%) 하락한 2만3271.28에 거래를 마쳤다....
599,2017.11.23.,[국제유가] 22일 두바이유 등 3대 유종 모두 상승,"[투데이에너지 조대인 기자] 22일 국제유가는 국내 기준유가로 적용되는 두바이유를 비롯해 북해산 브렌트유, 서부 텍사스산 원유가 모두 상승했다. 한국석유공사는 서부 텍사스산 원유인 WTI가 전일대비..."
600,2017.11.24.,"""OPEC 감산 연장 여부가 유가 분수령"" 화학·조선업계 촉각",오는 30일 석유수출국기구(OPEC) 회원국들의 정례 회의를 앞두고 국제유가가 가파르게 오르고 있어 현재의 감산합의가 9개월 더 연장될지 조선·화학 업계의 관심이 쏠리고 있다. 조선업계는 유가가 오르면 선박...
601,2017.11.23.,"국제유가, 미국 원유재고 감소에 강세…WTI 2.1%↑",[한스경제 김지호] 국제유가는 22일(현지시간) 비교적 큰 폭으로 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산 원유(WTI)는 전날보다 배럴당 1.19달러(2.1%) 상승한 58.02달러에 거래를...
602,2017.11.11.,유가급등에 내전우려까지…중동 흔드는 32세 왕세자,국제유가는 급등하면서 배럴당 70달러 선을 넘보고 있다. 빈 살만 왕자의 부패 척결과 경제 개혁 노력이 수포가 될 가능성도 크다. 특히 석유 산업에 지나치게 의존하는 나라 경제 구조를 바꾸기 위해서는 막대한 투자가...
603,2017.11.16.,[글로벌 증시] 국제유가 하락세에 뉴욕·유럽증시 일제히 하락,문은주 기자 joo0714@ajunews.com [사진=연합/AP] 15일(이하 현지시간) 뉴욕증시의 주요 지수는 국제유가가 하락세를 보이는 데 영향을 받아 일제히 하락했다. 유럽증시도 기업들의 실적 발표에 주목한 가운데...
604,2017.11.13.,10월 수출입물가 넉 달 연속 올라…반도체 견인·유가 상승,(서울=연합인포맥스) 강수지 기자 = 10월 수출입물가가 전기 및 전자기기 상승과 국제유가 상승 등의 영향으로 넉 달 연속 오름세를 이어갔다. 한국은행이 13일 발표한 '2017년 10월 수출입물가지수'에 따르면 10월...
605,2017.11.20.,[에너지 View] 중동 정세 따라 춤추는 국제유가…2배로 폭등 가능성도,"끝을 모르고 추락하던 국제유가가 글로벌 경기 회복세를 타고 2년만에 처음으로 배럴당 50달러 선을 넘어섰다. 전문가들은 하반기 들어 이어지고 있는 유가랠리를 두고, 세계 경제가 장기 침체 국면을 벗어나고 있는데다..."
606,2017.11.12.,"유가 상승 지속되나…""감산 합의 재연장 가능성""",이는 최근 급등하고 있는 국제유가의 추가 상승 가능성을 배제할 수 없다는 의미로 풀이된다. 한국은행은 12일 해외경제포커스 보고서를 통해 “오는 30일 석유수출국기구(OPEC) 정기총회에서 (감산 합의가) 재연장될...
607,2017.11.21.,20일 국제 유가 하락,"02달러 상승한 배럴당 60.68달러에 거래를 마쳤다.   한국석유공사는 20일 국제 유가는 미국 원유 증산 우려, 대(對)OPEC 수요 감소 전망, 미국 달러화 강세 등의 영향으로 하락했다고 전했다.  "
608,2017.11.21.,[국제유가] OPEC회동 앞두고 약세…달러 강세도 하락세 부추겨,윤은숙 기자 kaxin@ajunews.com [사진=연합/AP] 20일(이하 현지시간) 국제유가는 지난주에 이어 약세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부텍사스산 원유(WTI)는 전거래일보다 배럴당 0.46달러(0.8...
609,2017.11.22.,[원자재시황] OPEC 감산논의 기대에 유가 강세…WTI 0.7%↑,국제유가는 석유수출국기구(OPEC)의 오는 30일 회동에서 감산논의가 진행될 것이라는 기대감에 21일(현지시간) 강세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 내년 1월 인도분 서부텍사스산 원유(WTI)는...
610,2017.11.15.,14일 국제 유가 하락,"한국석유공사는 14일 국제 유가가 세계 석유 수요 증가 전망치 하향 조정, 미국 석유 생산 증가 전망 등으로 하락했고, 미국 원유 재고 감소 전망, 미국 달러화 약세 등은 하락폭을 제한했다고 전했다.  "
611,2017.11.23.,국제유가 2년 5개월래 최고,"미국에 원유를 공급하는 캐나다 업체의 송유관 가동 중단의 영향으로 국제유가가 2년 5개월 만에 최고치를 기록했습니다. 뉴욕상업거래소에서 내년 1월 인도분 서부텍사스산 원유, WTI 선물 가격은 전날보다..."
612,2017.11.14.,"""유가, 급등은 없다"" BP...""현 중동긴장은 이미 반영돼""",국제유가가 지금 상태에서 급등락하는 일은 없을 것이라고 석유메이저 브리티시페트롤리엄(BP)의 밥 더들리 최고경영자(CEO)가 전망했다. 전운이 감돌고 있는 사우디아라비아와 이란간 갈등이 실제 전면전으로...
613,2017.11.14.,"위기의 대형항공사, '사드'에 맞고 '유가'에 울고",영업이익과 당기순이익은 크게 줄어든 것은 최근 국제유가 상승 영향과 중국 사드 배치에 대한 보복성 조치에 따른 영향이다. 여기에 중국 한한령 여파의 장기화와 추석 황금연휴 수요 분산도 영업이익 감소에...
614,2017.11.20.,생산자물가 넉 달째 오름세…국제유가 상승 영향,국제유가가 오른 영향으로 생산자물가가 넉 달째 상승세를 이어간 것으로 나타났습니다. 한국은행에 따르면 지난달 생산자물가지수는 103.01로 전월보다 0.01포인트 상승하며 지난 7월 이후 오름세를...
615,2017.11.14.,"국제유가, 균형 기대-미 증산 우려에 혼조","[뉴욕=뉴스핌 김민정 특파원]  국제유가가 13일(현지시간) 보합권에서 마감했다. 시장 수급 균형에 대한 기대는 지속했지만, 미국의 증산에 대한 우려는 가격 상승을 제한했다. <사진=AP/뉴시스> 뉴욕상업거래소..."
616,2017.11.18.,국제유가 상승 반전…WTI 2.6%↑,"[tbs 조주연 기자] 국제유가가 반등했습니다. 뉴욕상업거래소에서 다음달(12월) 인도분 서부 텍사스산 원유는 배럴당 1달러, 2.6% 급등한 56달러 55센트에 거래를 마쳤습니다. 런던 ICE 선물거래소의 내년 1월물..."
617,2017.11.17.,[특징주]유가하락·원화강세에 항공株 동반 상승세,국제유가 하락과 원화 강세 등으로 항공주가 상승세를 보이고 있다. 17일 오전 9시 45분 현재 대한항공은 전 거래일보다 1500원(4.83%)오른 3만2550원에 거래되고 있다. 아시아나항공도 전날보다 300원(6.9%)오른...
618,2017.11.22.,"[증시브리핑] 국제유가, OPEC 감산논의 기대에 강세","◇ 상품 마감 유가는 또 올랐습니다. 특별한 재료 없었고, 오펙의 30일로 예정된 회의에서 감산 논의 기대감 때문으로 분석됩니다. (자세한 내용은 동영상을 시청하시기 바랍니다. ) ☞ 의견 있는 경제채널 SBSCNBC..."
619,2017.11.14.,"[국제유가] 13일 WTI ↑, Brent·두바이유 ↓",[투데이에너지 조대인 기자] 13일 국제유가는 서부 텍사스산 원유는 상승한 반면 국내 기준유가로 적용되는 두바이유를 비롯해 북해산 브렌트유는 하락 마감했다. 한국석유공사에 따르면 서부 텍사스산 원유인...
620,2017.11.14.,"유가 보합, 브렌트유 63.16달러…원유선물시장 매수세 완화",[자료=한국석유공사] [EBN 최수진 기자]국제유가가 원유선물시장에서의 매수세 완화 등의 영향 등으로 보합세를 나타냈다. 14일 한국석유공사에 따르면 13일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산...
621,2017.11.13.,유가 오름세 지속...수출입물가 넉달째 동반 상승,"[머니투데이방송 MTN 김이슬 기자] 국제유가 상승 등의 영향으로 수출입물가가 전월대비 넉 달째 동반 상승했다. 13일 한국은행에 따르면 올해 10월 수출물가는 87.17로 전월대비 0.5%, 전년동월대비 8% 각각..."
622,2017.11.11.,급등하는 유가…각종 물가지표 얼마나 올랐을까,- [한국은행 주간계획] 국내 기름값이 국제유가 상승에 따라 계속 오르고 있다. 사진은 서울 시내의 한 주유소. 사진=연합뉴스 다음주 한국은행 일정 중 주목되는 건 각종 물가 지표다. 오는 13일에는...
623,2017.11.15.,"국제유가, '美 셰일 원유 증가·수요하락 전망' 하락",국제유가가 14일(현지시간) 하락세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.9%(1.06달러) 하락한 55.70달러에 거래를 마쳤다. 런던 ICE 선물거래소의 내년...
624,2017.11.15.,"IEA ""국제유가, 중동긴장 따른 일시부양…수요 증가 둔화 전망""","국제유가가 배럴당 50달러대 후반선까지 상승한 가운데, 향후 몇달 간 세계 원유 수요 증가세가 예상치보다 더 둔화할 것이라며 최근 유가는 중동긴장에 따른 일시적인 부양이라는 전망이 제기됐다. 14일(현지시간)..."
625,2017.11.11.,"국제유가, 미 증산 전망에 하락",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 10일(현지시간) 미국의 셰일 오일 증산 우려가 석유수출국기구(OPEC) 주도의 감산 기대를 상쇄하면서 하락했다. 미국 텍사스주 코퍼스크리스티 근방 유전 <사진=블룸버그...
626,2017.11.17.,국제유가 닷새째 하락세..美 공급 증가 우려,[뉴스속보팀] 국제유가 벤치마크인 브렌트가 5거래일 연속 하락했다. 석유수출국기구(OPEC)이 감산협약을 연장할 것으로 예상되는 가운데 미국의 증산과 재고 증가에 대한 우려가 커져 유가를 끌어내렸다. 16일...
627,2017.11.19.,유가상승·개발비 하락…빅3 '해양플랜트 활성화' 기대,국제유가가 오름세를 보이고 해양 개발사업의 비용이 낮아지는 등 호재에 힘입어 내년에 해양플랜트 발주에 대한 기대감이 커지고 있다. 사진은 현대중공업이 1999년 미국 트랜스오션사에 인도한 반잠수식 시추선...
628,2017.11.17.,"유가·금리에 원화까지…'3고 현상', 경기회복에 찬물 끼얹어",지난달 국제유가는 두바이유 기준으로 9월보다 3.5% 상승했다. 9월에는 8월보다 6.8% 올랐다. 주요 산유국들이 감산 조치를 연장할 가능성이 거론되면서 유가는 꾸준한 상승 압력을 받고 있다. 금리도 상승세다. 한국은행이...
629,2017.11.14.,"BP CEO ""국제유가, 2020년까지 50∼60달러선에서 움직일 것""",최근 배럴당 60달러 선을 돌파하며 상승세를 이어가던 국제유가가 미국의 원유 시추 증가 조짐으로 횡보 국면에 들어선 모습이다. 13일(현지시간) CNBC에 따르면 런던 ICE 선물거래소의 브렌트유 선물 1월물은 배럴당 22...
630,2017.11.13.,유가 오르며 수입물가지수 4달째 상승... 0.6% 올라 83.17,"한국은행이 13일 발표한 '10월 수출입물가지수'에 따르면 우선, 수입물가지수는 국제유가가 오르면서 전월대비 0.6%, 1년 전보다는 6.8% 상승한 83.17을 기록했다. 두바이유가는 9월 배럴당 53.66달러에서 10월 55...."
631,2017.11.15.,"국제유가, 석유수요 증가 전망치 하향 조정에 하락",▲사진 = 아이클릭아트[한국무역신문 = 김성욱 기자] 국제유가가 세계 석유수요 증가 전망치가 하향 조정되면서 하락했다. 15일 한국석유공사에 따르면 14일(현지시간) 뉴욕상품거래소(NYMEX)에서...
632,2017.11.11.,국제유가 오르자 국내 기름값도 덩달아 '폭등',사진=연합 국제유가가 상승하며 국내 기름값도 덩달아 오르고 있다. 11일 한국석유공사가 제공하는 유가 정보 서비스 오피넷에 따르면 11월 둘째 주 주유소 휘발유 판매가격은 전주보다 4.1원 오른 ℓ(리터)당...
633,2017.11.20.,17일 국제 유가 상승,"66달러에 거래를 마쳤다.   한국석유공사는 17일 국제 유가가 사우디의 감산 기간 재연장 필요성 표명, TransCanada사의 Keystone 송유관 누유 발생, 미국 달러화 약세 등의 영향으로 상승했다고 전했다.  "
634,2017.11.14.,유가 상승에… 수입물가 4개월 연속 올라,[동아일보] 소비자물가 인상 압박 우려 국제유가가 최근 꾸준히 오르면서 수입물가가 4개월 연속 오름세를 보였다. 13일 한국은행이 발표한 10월 수입물가지수(2010년 100·원화 기준)에 따르면 9월보다 0.6% 오른 83.17로...
635,2017.11.16.,"국제유가, 미 원유 재고 증가 속 하락",국제유가는 미 에너지정보청(EIA)이 발표한 원유 재고 증가로 하락했다. 다만 전일 발표된 API 원유재고 증가폭(650만 배럴)보다는 적은 185만배럴로 발표가 되면서 장 중 하락폭은 축소됐다. 또 정제유 재고는...
636,2017.11.14.,[국제유가] 중동발 긴장·美 산유량 증산 전망에 혼조세,문은주 기자 joo0714@ajunews.com [사진=연합/AP] 13일(이하 현지시간) 국제유가는 중동발 지정학적 우려와 미국 산유량 증가 전망이 교차한 데 영향을 받아 혼조세를 보였다.   뉴욕상업거래소(NYMEX)에서 12월 인도분 서부...
637,2017.11.17.,"유가 하락, WTI 55.14달러…美 석유생산 증가 전망","[자료=한국석유공사] [EBN 최수진 기자]국제유가가 미국의 석유생산 비중 증가 전망, 감산기간 재연장 결정 연기 가능성 등의 영향으로 하락했다. 17일 한국석유공사에 따르면 16일(현지시간) 뉴욕상업거래소(NYMEX)의..."
638,2017.11.19.,유가 하락·원高·관광산업 육성책...항공주 3대 호재에 활짝,"[서울경제] 항공주가 국제유가 하락, 원화 강세, 정부의 관광산업 육성책 등 3대 호재에 힘입어 강세를 기록했다. 19일 한국거래소에 따르면 지난 17일 아시아나항공(020560)은 11.26%나 급등하며 4,840원으로 장을 마쳤다...."
639,2017.11.15.,국제유가 급락지속... 엔화환율도 하락,"IEA 수요 축소 전망으로 OPEC 전망과 어긋나 [초이스경제 장경순 기자] 국제에너지기구(IEA)의 부정적 전망에 따른 국제유가 하락이 15일 아시아시장에서도 이어지고 있다. 블룸버그 집계에 따르면, 브렌트유가는..."
640,2017.11.15.,국제유가 급락지속... 엔화환율도 하락,"IEA 수요 축소 전망으로 OPEC 전망과 어긋나 [초이스경제 장경순 기자] 국제에너지기구(IEA)의 부정적 전망에 따른 국제유가 하락이 15일 아시아시장에서도 이어지고 있다. 블룸버그 집계에 따르면, 브렌트유가는..."
641,2017.11.16.,[유럽증시]국제유가 하락에 일제히 하락,유럽 주요국 증시가 15일(현지시간) 국제유가 하락 등에 일제히 하락했다. 이날 영국 런던 증시의 FTSE 100 지수는 전날보다 0.56% 하락한 7372.61로 장을 마감했다. 독일 프랑크푸르트 증시의 DAX 지수도 1만2976....
642,2017.11.11.,"국제유가, 원유채굴 장비 증가에 하락",[뉴스속보팀] 국제유가는 10일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.43달러(0.8%) 하락한 56.74달러에 거래를 마쳤다. 런던 ICE 선물거래소의...
643,2017.11.15.,[국제유가] 14일 두바이유 등 3대 유종 하락,"14일 국제유가는 세계 석유수요 증가 전망치 하향 조정, 미국 석유 생산 증가 전망 등으로 하락했지만 미 원유 재고 감소 전망, 미 달러화 약세 등은 유가 하락폭을 제한했다. IEA는 월간보고서를 통해 2017년과..."
644,2017.11.17.,[특징주]항공주 동반 상승…'유가하락+원화 강세 수혜주',국제유가 하락과 원화 가치 상승에 대표 수혜주인 항공주가 동반 강세를 보이고 있다. 17일 오전 9시10분 현재 대한항공(003490)은 전 거래일 대비 2.58%(800원) 오른 3만1850원에 거래되고 있다. 아시아나항공(020560)도...
645,2017.11.20.,"[국제유가]17일 WTIㆍBrent유 ↑, 두바이유 ↓","[투데이에너지 조대인 기자] 17일 국제유가는 서부 텍사스산 원유, 북해산 브렌트유는 상승한 반면 국내 기준 유가로 적용되는 두바이유는 하락세를 보였다. 한국석유공사는 서부 텍사스산 원유인 WTI는..."
646,2017.11.25.,"국제 유가, 러시아발 호재에 나흘째 껑충...WTI도 60달러 눈앞","블룸버그 ""러시아도 원유감산합의기한 연장에 동의키로"" [초이스경제 이미애 기자] 24일(미국시각) 국제 유가가 또 올랐다. 나흘 연속 오름세를 보이면서 강세흐름을 이어가고 있다. 이런 추세대로라면 미국산 유가도..."
647,2017.11.29.,"짐 오닐 ""국제유가 80달러까지 상승…수요 강해""",골드만삭스 자산운용 회장과 영국 재무부 차관을 지낸 경제학자 짐 오닐 영국 맨체스터대 교수가 국제유가가 배럴당 80 달러까지 상승할 수 있다는 전망을 내놨다. 28일(현지시간) CNBC에 따르면 오닐 교수는 최근 한...
648,2017.11.21.,"주춤해진 유가, 유화제품 보합세",국제유가 하락은 △미국 석유생산 비중 증가 전망 △세계 석유수요 증가 전망치 하향조정 △미국 원유 재고 증가 등의 영향으로 분석된다. 국제에너지기구(IEA)에 따르면 미국 석유생산 증가분은 앞으로 10년...
649,2017.11.21.,[증시브리핑] 국제유가 하락…OPEC 회동 경계심리,"■ 경제와이드 모닝벨 '증시 브리핑' - 명민준 외신캐스터 ◇ 뉴욕 마감 세제개편안에 관한 새로운 접근이 나왔습니다. 디테일에 관해 신중해질수록, 장기적으로 볼때 법인세 인하가 더 확고해질 것이고..."
650,2017.11.11.,"국제유가, 다시 하락…미국 증산·중동 리스크 우려",국제유가가 반등한 뒤 하루 만에 다시 하락했다. 미국 원유채굴장비가 증가했다는 소식이 전해지며 증산에 대한 우려가 커진 탓이다. 10일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된 WTI 12월물은 전날보다 0.7...
651,2017.11.17.,"국제유가, 美 재고·생산증가에 이틀째 하락…WTI 0.3%↓",국제유가는 16일(현지시간) 전날에 이어 또 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 12월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.3%(0.19달러) 하락한 55.14달러에 거래를 마쳤다. 런던 ICE...
652,2017.11.15.,"국제유가, '美셰일증가·수요하락' 전망에↓","[tbs 지혜롬 기자] 미국 정부가 다음 달 자국의 셰일 원유 생산량이 하루 8만 배럴 증가할 것으로 보인다고 밝히고, 국제에너지기구가 올해와 내년 원유수요 전망을 하향 조정하면서 국제유가가 하락세를..."
653,2017.11.16.,<뉴욕마켓워치> 유가하락·안전자산 선호…주가↓국채·달러 혼조,"전략가들은 이번 주 뉴욕증시와 국제유가가 2주래 최저치로 떨어진 것도 국채가 강세 요인이 되고 있다며 공화당 상하원의 세제개편안 의견 차이도 주목하고 있다고 설명했다. 뉴욕증시는 유가 하락, 세제안..."
654,2017.11.18.,[국제유가] WTI 2.6%↑ 6거래일만에 상승 반전…주간으론 6주만에 ↓,국제유가가 17일(현지시간) 2% 이상 상승해 5거래일 이어졌던 하락행진을 마감했다. 석유수출국기구(OPEC)의 감산협약 연장에 대한 기대감 속에 미국 주요 송유관의 가동이 중단되며 유가를 끌어올렸다. 다만...
655,2017.11.14.,유가 상승에 정제마진 주춤...정유업계 '긴장’,"산유국들의 감산 정책과 중동지역의 정세 불안으로 국제유가가 예상보다 높아지고 있는데다, 이 영향으로 수익성의 척도가 되는 정제마진마저 2주째 하락세를 보이고 있어서다. 국제유가 추이. <자료=한국석유공사> 14일..."
656,2017.11.20.,"흔들리는 국제유가...""美산유량 증가·베네수엘라 디폴트에 수급 불균형 우려...","문은주 기자 joo0714@ajunews.com [사진=연합/EPA] 국제유가에 대한 시장 전망이 불투명한 상태다. 주요 산유국들이 산유량 감산 기한 연장 가능성에 대한 여지를 남긴 가운데 미국 산유량 증가, 베네수엘라 국가 부도 사태..."
