,날짜,제목,요약
466,2018.07.30.,[위클리 Oil] 오르내리는 국제유가 영향에 국내 석유제품 가격 보합세,한국석유공사 관계자는 “전주 국제유가는 하락세를 보였으나 넷째 주 미 원유 및 휘발유 재고 감소 영향과 사우디 원유수송 차단 등으로 상승해 국내 제품가격은 보합세를 보일 것”으로 전망했다.
467,2018.07.25.,"국제유가, 美·이란 갈등 고조에 상승···WTI, 0.9%↑",미국의 이란 제재를 앞두고 양국 간 긴장이 고조되는 가운데 국제유가가 24일(현지시간) 반등했다.   이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 0.9%(0.63달러) 오른...
468,2018.07.25.,폭염에 물가급등·유가상승·무역갈등…‘사면초가’ 韓 경제,"여기에 미중간 무역갈등 때문에 불안한데 국제유가는 상승하고 유례없는 폭염으로 물가까지 오르니까 소비자들은 계속 불안할 수밖에 없는 겁니다. <앵커> 이 기자도 언급했지만, 무역 갈등처럼 대외적인 요인으로..."
469,2018.07.19.,"국제유가, 美 휘발유 수요 확인 후 상승","[뉴욕=뉴스핌] 김민정 특파원 = 국제유가가 18일(현지시간) 상승 마감했다. 미국의 원유 재고가 기대와 달리 증가했지만, 휘발유와 정제유 재고가 줄면서 수요 개선에 대한 기대가 유가를 띄웠다. 원유 이미지[사진..."
470,2018.07.19.,"국제유가, 美 휘발유 수요 확인 후 상승","[뉴욕=뉴스핌] 김민정 특파원 = 국제유가가 18일(현지시간) 상승 마감했다. 미국의 원유 재고가 기대와 달리 증가했지만, 휘발유와 정제유 재고가 줄면서 수요 개선에 대한 기대가 유가를 띄웠다. 원유 이미지[사진..."
471,2018.07.17.,"뉴욕증시, 은행 호실적에도 유가 폭락…다우 0.18% 상승 마감","뉴욕증시에서 주요 지수는 은행 실적 호조에도 국제유가가 폭락한 여파로 혼조세를 보였습니다. 미국 현지시간 16일 뉴욕증권거래소에서 다우존스 30 산업평균지수는 전장보다 44.95포인트(0.18%) 상승한 25,064.36에..."
472,2018.07.20.,[국제유가] 사우디 수출량 감소 움직임에 상승… 'WTI 69.46달러',[뉴데일리-송승근 기자] 국제유가가 사우디의 8월 원유수출량 감소 계획 영향으로 소폭 상승했다. 20일 한국석유공사에 따르면 19일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된 서부텍사스산원유(WTI)는 배럴당 69....
473,2018.07.25.,[앵커리포트] 폭염·최저임금·국제유가 영향까지…물가 상승세 언제 멈출까,"국제유가가 상승하면서 원유 의존도가 높은 국내 경제 특성상, 제조업에서 서비스업까지 전방위로 물가 상승 압력이 높아지고 있습니다. 기름값 뿐만 아니라, 원유값 인상은 도시가스 요금은 물론 버스와 택시 요금..."
474,2018.07.12.,"국제유가, 미중 무역전쟁 우려에 5% 넘게 급락",= 국제유가가 미중 무역전쟁에 대한 우려에 5% 넘게 급락했다. 11일(현지시간) 마켓워치와 CNBC에 따르면 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전일 대비 5.03%(3.73달러) 하락한 배럴당...
475,2018.07.25.,국제유가·환율 상승에 최악 폭염까지…소비자물가 '들썩',"[세종=뉴스핌] 최영수 기자 = 최근 국제유가와 환율이 상승한데 이어 폭염까지 기승을 부리면서 안정세를 보였던 소비자물가에 불안감이 커지고 있다. 폭염으로 채소를 비롯한 장바구니 물가가 치솟았고, 국제유상..."
476,2018.07.17.,[국제유가] 공급 증가 전망에 급락..WTI 4.2%↓,브렌트유도 4.6% 떨어져 윤세미 기자 fiyonasm@ajunews.com [사진=연합/로이터] 16일(현지시간) 국제유가는 향후 원유 공급이 증가할 것이라는 전망 속에서 4% 이상 미끄러졌다. 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부...
477,2018.07.17.,"[특징주] 항공株, 국제유가 급락에 강세","= 항공주가 17일 장 초반 국제유가 급락 호재에 강세를 띠고 있다. 아시아나항공은 이날 오전 9시 18분 현재 유가증권시장에서 전 거래일에 비해 280원(6.71%) 오른 4455원에 거래되고 있다. 또 진에어(4.07%), 제주항공..."
478,2018.07.20.,"국제유가, 혼조 마감…사우디·러시아 공급 주시","[뉴욕=뉴스핌] 김민정 특파원 = 국제유가가 19일(현지시간) 혼조세로 마감했다. 미국산 원유 허브의 재고 감소 소식이 전해졌지만, 사우디아라비아와 러시아의 공급 확대 가능성은 시장에 약세 분위기를 만들었다...."
479,2018.07.14.,"국제유가, 생산 차질 우려 재부각에 반등",= 미중 무역 전쟁에 대한 우려로 급락했던 국제유가가 글로벌 공급 차질 우려가 재부각되면서 소폭 반등했다. 11일(현지시간) 마켓워치와 CNBC에 따르면 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산...
480,2018.07.14.,"국제유가, 생산 차질 우려 재부각에 반등",= 미중 무역 전쟁에 대한 우려로 급락했던 국제유가가 글로벌 공급 차질 우려가 재부각되면서 소폭 반등했다. 11일(현지시간) 마켓워치와 CNBC에 따르면 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산...
481,2018.07.15.,무역전쟁에 유가상승까지…세계경제 '먹구름',"주요국 성장률 전망 하향 러시 / 국제금융기구·IB 등 잇따라 낮춰 글로벌 무역전쟁, 국제유가 상승 등의 영향으로 세계 주요국(지역) 경제성장률이 하락할 것이란 우울한 전망이 잇따르고 있다. 15일 국제기구와 각국..."
482,2018.07.16.,유가 연중 최고치 육박,휘발유 가격은 지난 4월 셋째 주부터 지난달 둘째 주까지 8주 연속 상승한 이후 2주 연속 하락했다가 최근 국제유가 상승으로 다시 오름세로 돌아섰다. 자동차용 경유도 전주보다 1.7원 오른 L당 평균 1410.8원으로...
483,2018.07.17.,"대한항공, 유가상승에 2분기 실적 부진 우려↑","이어 “동시에 국제유가 상승에 따른 유류비가 전년동기 대비 21.2% 상승했고, 250억원 수준의 성과급 소급 적용 등의 영향으로 영업이익이 시장컨센서스(1236억원)를 하회할 전망”이라고 부연했다. 박 연구원은..."
484,2018.07.19.,"국제유가 올라, 원유 공급 차질 가능성에 우려 커져","국제유가가 올랐다. 원유의 공급 불안 우려가 커지고 있다. 19일 서부텍사스산 원유(WTI)는 뉴욕상업거래소에서 배럴당 68.76달러, 브렌트유는 런던ICE선물시장에서 배럴당 72.92달러에 거래를 마쳤다. 19일..."
485,2018.07.19.,[국제유가] 美 휘발유 재고 감소 영향 상승… 'WTI 68.76달러',"[뉴데일리-송승근 기자] 국제유가가 미국 휘발유 재고 감소, 리비아 공급 차질 지속 우려 등의 영향으로 상승했다. 19일 한국석유공사에 따르면 18일(현지시각) 뉴욕상업거래소(NYMEX)에서 거래된..."
486,2018.07.15.,"트럼프, 유가하락 원했지만 '이란 압박' 오히려 발목","15일 정유 등 관련 업계에 따르면 국제유가가 지난달 말 시장의 기대치를 밑도는 증산 합의 후 상승 추세로 가닥을 잡은 가운데, 미국의 이란 제재 부담까지 가중되며 상승폭을 더욱 키워나가고 있다. 석유수출국기구..."
487,2018.07.13.,"정유·화학업계, 2분기 실적 발표 희비 엇갈려…국제유가 영향","= 2분기 실적 발표 시즌을 앞두고 상승세를 유지했던 국제유가로 인해 정유, 석유화학 업계의 희비가 엇갈리고 있다. 정유업계의 경우 단 기간 동안 국제 유가가 오를 경우 재고 이익을 얻을 수 있다는 측면에서..."
488,2018.07.25.,국제유가 하루만에 상승,국제유가가 하루 만에 올랐다. 24일 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 0.9%(0.63달러) 오른 68.52달러에 거래를 마쳤다. 이날 국제유가는 미국의 이란 제재 복원을...
489,2018.07.22.,널뛰기 유가에 ETF `단타전략` 주목,국제유가가 급등락을 반복하면서 상장지수펀드(ETF)를 이용한 단기 투자 전략이 주목받고 있다. 유가가 올해 배럴당 70달러를 돌파한 뒤 60~75달러 범위 내에서 움직임을 반복할 가능성이 높아서다. 지난 20일(현지시간)...
490,2018.07.15.,"이란 제재에 유가 들썩...美, 비축유 방출 검토하나",미국 정부와 국제에너지기구(IEA)를 고리로 한 동맹국들이 일부 산유국의 생산 및 수출 제한에 따른 국제유가의 추가 상승에 대비해 비축유를 푸는 방안을 검토하고 있다고 월스트리트저널(WSJ)이 지난 13일(현지시간)...
491,2018.07.17.,국제유가 4% 넘게 급락..'위험성 더 커진 석유시장',"스티븐 므누신 미국 재무부 장관 국제유가가 16일(현지시간) 급락한 가운데 글로벌 석유시장이 점점 더 위험해지고 있다는 분석이 나왔다. 미국의 이란 제재와 미중 무역전쟁, 석유수출국기구(OPEC)의 증산 결정 등 여러..."
492,2018.07.22.,최저임금·폭염·原乳·유가...4災에 물가 무섭게 뛴다,"사진은 22일 서울시내 한 주유소 모습./ 2315A04 물가표 [서울경제] 최저임금 인상에 폭염, 국제유가 상승까지 동시다발로 악재가 맞물리면서 채소·경유 가격 등 서민물가가 무섭게 치솟고 있다. 소득이 줄고 경기마저..."
493,2018.07.20.,[국제유가] WTI 1%↑ 브렌트유 0.44%↓…엇갈린 수급 신호에 혼조,[국제유가] WTI 1%↑ 브렌트유 0.44%↓…엇갈린 수급 신호에 혼조 국제유가가 19일(현지시간) 혼조세를 나타냈다. 사우디아라비아의 수출이 다음 달 감소할 것이라는 발언에 장 초반에는 랠리를 나타냈으나 이후 과잉...
494,2018.07.26.,"삼성엔지, 화공부문 수주회복…유가상승에 '훈풍' 기대","그러나 두바이유를 비롯한 국제유가가 상승세로 돌아서면서 반전할 기회가 열렸다. 삼성엔지니어링의 원가관리가 더 중요해진 이유기도 하다. 이경자 한국투자증권 연구원은 ""오만 두쿰 정유 프로젝트나..."
495,2018.07.14.,유가 고공행진…美 전시 비축유 방출 검토,현재 비축유 660억 배럴 규모 비축유는 “최후의 수단” 의견 강해 ［헤럴드경제］미국의 이란 제재가 부활한 후 국제유가가 급등하자 미국 정부가 전시 등 긴급 상황에 대처하려고 비축한 전략비축유(SPR) 방출 방안을...
496,2018.07.24.,"국제유가, 미-이란 긴장 속 하락세···WTI 0.5%↓",미국과 이란 간 설전으로 위기감이 고조됐지만 산유국들의 원유 생산 증가로 국제유가가 23일(현지시간) 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전 거래일보다 배럴당 0.5...
497,2018.07.12.,"국제 유가, 미-중 '관세 전쟁' 격화에 급락...WTI 5%↓","국제 유가가 미국과 중국 간 관세 전쟁 격화 영향으로 급락했습니다. 뉴욕 상업거래소에서 8월 인도분 서부 텍사스산 원유, WTI는 전날보다 배럴당 5.0% 떨어진 70달러 38센트에 거래를 마쳤습니다. 런던 선물거래소의..."
498,2018.07.11.,"국제유가 상승세 지속…WTI, 74달러 회복",국제유가는 오는 11월 초 미국의 대이란 원유 제재를 앞두고 지속적인 상승 압박을 받고 있습니다. 오늘 서부 텍사스산 원유는 74.7달러까지 오르기도 했지만 마이크 폼페이오 미 국무장관이 이란산 원유를...
499,2018.07.31.,"국제유가, 사우디 원유수송 잠정중단…WTI 2.1%↑",[아시아타임즈=신진주 기자] 국제유가는 30일(현지시간) 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전 거래일보다 배럴당 2.1%(1.44달러) 급등한 70.13달러에 거래를...
500,2018.07.31.,"국제유가, 사우디 원유수송 잠정중단…WTI 2.1%↑",[아시아타임즈=신진주 기자] 국제유가는 30일(현지시간) 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전 거래일보다 배럴당 2.1%(1.44달러) 급등한 70.13달러에 거래를...
501,2018.07.24.,유가상승이 몰고올 美경기침체?,"이날 국제 유가는 뉴욕 시간 오후 소폭 하락해 미국산 원유는 배럴당 68달러, 브렌트유는 배럴당 73달러선에 거래됐다. jdsmh@fnnews.com ▶ 속보이는 연예뉴스 fn스타"
502,2018.07.17.,"대한항공, 유가 상승으로 2분기 실적 부진 - 하나","국제선 수송(RPK)이 전년동기대비 4.9% 증가할 것으로 보이지만, 국제유가 상승으로 유류비가 전년 동기 대비 21.2% 늘 것으로 예상했다. 박 연구원에 따르면 대한항공의 달러기준 국제선 여객운임(Yield)이 지난 5월..."
503,2018.07.27.,[에너지 View] '저유황' 디젤연료 확보 비상...'고유가 파동' 불러오나?,"수익성↑ 국제유가가 배럴당 200달러까지 폭등할 것이라는 공격적인 전망이 제기됐다. 이란, 베네수엘라 등 지정학적 위험이나 석유수출국기구(OPEC) 감산 등 원유시장 내부의 요인이 아니라, 18개월 앞으로 다가온..."
504,2018.07.12.,[김현석의 월스트리트나우] 무역전쟁 포성 속 나타난 유가의 '세븐 사인',하지만 이런 위협은 국제 유가 폭등을 낳았죠. 하루 120만배럴에 달하는 원유 공급분이 사라질 수 있었기 때문입니다. 유가가 오르면 11월 중간선거를 앞둔 트럼프 행정부에 좋을 수가 없습니다. 마이크 폼페이오...
505,2018.07.24.,[데일리 Oil] 석유 공급과잉 우려 및 수요 감소 전망으로 국제유가 하락,[산업일보] 미국 현지시간으로 23일 국제유가가 하락했다. 뉴욕상업거래소(NYMEX) 미국 서부텍사스산 원유(WTI)는 0.37달러 내린 67.89달러/bbl를 기록했으며 유럽거래소(ICE) 브렌트유는 0.01달러 내린 73.06달러/bbl로...
506,2018.07.31.,'트럼프 vs 이란' 극적 화해?...국제 유가 올랐지만 '변동성' 여전,달러가치 흐름보다는 돌반 변수가 유가에 영향주는 흐름 지속 [초이스경제 이미애 기자] 30일(미국시각) 국제 유가가 상승했다. 캐나다 싱크로드 공급 지연에다 중동 불안이 지속된데 따른 것이다. 다만 트럼프 미국...
507,2018.07.12.,국제 유가 급락에 화학株 '화색',미·중 무역분쟁에 따른 수요 둔화 우려에다 6월 생산량 확대가 겹치면서 전날 국제 유가가 급락한 게 호재로 작용했다. 이날 유가증권시장 화학업종지수는 58.29포인트(0.90%) 상승한 5617.62로 장을 마쳤다....
508,2018.07.11.,"기름값 '껑충'…현대카드, 고유가 시대 다양한 '주유 혜택' 안내","이는 국제 유가 급등에 따른 것으로, 작년 4월(14.1%) 이후 최대 상승폭이다. 이처럼 기름 값 부담이 더해지는 시기, 현대카드는 각 상품별로 다양한 주유 혜택을 제공한다. 먼저, M포인트 활용이 가능한 현대카드를..."
509,2018.07.20.,"[국제유가] WTI 상승, 브렌트 하락","[이투뉴스] 국제유가는 브렌트유 기준으로 노르웨이 유전 파업 종료, OPEC과 미국 등의 생산 증가세 등으로 하락했다. 한국석유공사에 따르면 19일 서부텍사스중질유는 전일보다 70센트 상승한 배럴당 69.46달러..."
510,2018.07.20.,"유가 보합, WTI 69.46달러…노르웨이 유전 파업 종료",[자료=한국석유공사] [EBN 최수진 기자]국제유가가 노르웨이 유전 파업 종료와 사우디의 8월 원유수출량 감소 계획 영향으로 보합세를 보였다. 20일 한국석유공사에 따르면 19일(현지시간) 뉴욕상업거래소(NYMEX)의...
511,2018.07.20.,"국제유가, 원유수출 축소·파업종료 등에 혼조...WTI, 1% ↑","국제유가가 혼조세를 보였다. 노르웨이 원유노동자들은 파업을 종료했지만, 사우디아라비아는 원유수출량을 줄일 예정이라는 소식이 나오면서다. 19일(현지시간) 뉴욕상업거래소에서 8월분 서부텍사스산원유(WTI)는..."
512,2018.07.25.,안정세 접어든 유가…공급 변수에는 예의주시,[EBN 최수진 기자] 등락폭이 컸던 국제유가가 최근 안정세에 접어들면서 정유·화학업계도 한시름 덜었다. 25일 한국석유공사에 따르면 24일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI)와 유럽거래소...
513,2018.07.18.,[국제유가] 베네수엘라 유지보수 영향 상승… 'WTI 68.08달러,"[뉴데일리-송승근 기자] 국제유가가 베네수엘라 석유생산시설 유지보수 계획, 리비아 일부 원유 수출 불가항력 선언 등의 영향으로 소폭 상승했다. 18일 한국석유공사에 따르면 17일(현지시각) 뉴욕상업거래소..."
514,2018.07.17.,[국제유가] 美 이란 제재 완화 전망에 하락세,미국의 이란 제재가 당초 예상보다 완화될 가능성이 대두되면서 국제유가가 하락세를 그렸다. 스티븐 므누신 미 재무부 장관은 이란의 원유 수출 전면 차단을 재확인하면서도 “이란으로부터 기존 원유수입을...
515,2018.07.25.,"[데일리 Oil] 중국 석유수요 증가 및 미 원유재고 감소 추정, 국제유가 소폭 ...",[산업일보] 미국 현지시간으로 24일 국제유가가 상승했다. 뉴욕상업거래소(NYMEX) 미국 서부텍사스산 원유(WTI)는 0.63달러 상승한 68.52달러/bbl로 마감했으며 유럽거래소(ICE) 브렌트유는 0.38달러 오른 73.44달러/bbl로...
516,2018.07.25.,"[돈 잘 버는 증권맨에게 듣는다] 美-이란 긴장고조, 국제유가 '출렁'…향방은...","美-이란 긴장고조, 국제유가 '출렁'… 향방은? Q. 美, 10월엔 중국 환율조작국 지정 가능성? Q. 무역전쟁 장기전 대비, 돈 푸는 中… 시장 영향은? Q. 美 10년 국채금리 3% '재위협'… 일본도 긴축 행보? Q. '보수적' 대응이..."
517,2018.07.16.,"국제유가, 이라크 파업 불구 안정화 전망 우세…이유는?",사진=게티이미지뱅크 최근 하락세를 나타낸 국제유가가 지난주말 원유 공급 차질 우려에 반등했다. 금융투자업계 전문가들은 당분간 국제유가가 공급차질 이슈에 민감한 흐름을 나타내겠지만 중기적으로 관련...
518,2018.07.17.,"유가 하락에도 화학株 '울상'…""무역분쟁 해소돼야""",국제유가가 일주일 새 8% 넘게 급락하며 변동성이 커졌다. 국제유가 하락에 침체 국면이던 정유·화학주(株)가 반등할 것으로 예상했지만 수요 둔화 우려에 투자심리가 약해지면서 오히려 하락세다. 증권가에서는...
519,2018.07.20.,국제유가 '혼조'..WTI↑·브렌트유↓,[이데일리 뉴스속보팀] 국제유가는 19일(현지시간) 혼조세를 나타냈다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 1.0%(0.70달러) 오른 69.46달러에 거래를 마쳤다....
520,2018.07.19.,"국제유가 상승..WTI, 1.0%↑",[이데일리 뉴스속보팀] 국제유가는 18일(현지시간) 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI) 가격은 배럴당 0.68달러(1.0%) 상승한 68.76달러에 장을 마감했다. 런던 ICE...
521,2018.07.17.,롤러코스터 타는 국제유가…이번엔 공급증가 기대에 `뚝`,"美, 이란산 금수 예외 검토…WTI 4% 떨어져 68달러 전문가 ""향후전망 안갯속"" 원유 공급에 대한 불확실성이 일부 해소되면서 국제 유가가 일주일 새 8% 이상 떨어졌다. 최근까지 유가를 끌어올렸던 이란과 리비아의 공급..."
522,2018.07.17.,"뉴욕 증시, 실적 기대·유가 급락에 혼조 마감",= 미국 뉴욕 증시가 16일(현지시간) 일부 기업의 2분기 실적 개선 기대에도 불구하고 국제유가가 폭락한 데 따른 부담으로 혼조세로 장을 마감했다. 이날 뉴욕증권거래소에서 다우존스 30 산업평균지수는...
523,2018.07.23.,[펄펄끓는 한반도]타들어가는 대지에 밥상물가 급등…유가ㆍ환율 상승까지 겹...,여기에다 국제유가와 환율이 동반 상승하면서 가공식품류 가격까지 들썩이면서 서민들의 살림살이를 압박하는 것은 물론이고 경제 전반에까지 악영향을 미치고 있다. 일자리 사정이 ‘재난’ 수준에서 벗어나지...
524,2018.07.17.,국제유가 출렁.. 불확실성 확대,"국제유가가 16일(현지시간) 급락한 가운데 글로벌 석유시장이 점점 더 위험해지고 있다는 분석이 나왔다. 미국의 이란 제재와 미·중 무역전쟁, 석유수출국기구(OPEC)의 증산 결정 등 여러 요인들로 인해 시장 내..."
525,2018.07.24.,"국제유가, 미-이란 긴장에도 하락 마감",[tbs 김새봄 기자] 국제유가가 미국과 이란 간 거친 '말 폭탄'에도 사우디아라비아 등 다른 산유국들의 원유생산 증가세로 수급에 대한 부담이 완화되면서 하락했습니다. 뉴욕상업거래소에서 9월 인도분 서부...
526,2018.07.20.,"국제유가 혼조, 사우디아라비아는 수출량 줄이기로",국제유가가 혼조세를 보였다. 산유국들의 움직임에 민감하게 반응했다. 19일 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI)는 전날과 비교해 1.01%(0.7 달러) 상승한 배럴당 69.46 달러에 거래를 마쳤다. 반면...
527,2018.08.01.,유가 상승 속...중국 공항 유류할증료 · 택시비 다 올랐다,"/사진=최미림 기자 국제유가 오름세로 휘발유 · 디젤유 가격 상승 영향 [초이스경제 진매화 기자] 국제유가가 올 들어 상승세를 지속하면서 중국 공항의 유류할증료, 택시비 등이 잇따라 오르고 있다. 최근 몇 개월..."
528,2018.07.11.,사우디 증산 위력에 달린 유가,"■유가, 이젠 떨어진다 10일(현지시간) CNBC에 따르면 영국 투자은행 바클레이스는 이날 분석노트에서 올 하반기 사우디 등이 석유공급을 늘리면서 국제유가가 브렌트유 기준으로 배럴당 평균 73달러로 떨어질 것이라고..."
529,2018.07.17.,"""대한항공, 2분기는 유가 상승에 따른 부진한 실적 예상""","박 연구원은 ""국제유가 상승에 따른 유류비 상승 및 250억원 수준의 성과급 소급 적용 등의 영향으로 영업이익이 시장 컨센서스인 1236억원을 하회할 전망""이라며 ""동시에 원ㆍ달러 환율 상승에 따른 3000억원 이상의..."
530,2018.07.25.,"국제유가 올라, 미국 이란 긴장과 중국 경기부양에 공급부족 예상","국제유가가 올랐다. 미국과 이란의 갈등이 격렬해지고 중국 정부가 적극적 경기부양 정책을 결정하면서 원유 공급 부족이 예상됐다. 24일 서부텍사스산 원유(WTI)는 뉴욕상업거래소에서 배럴당 68.52달러, 브렌트유는..."
531,2018.07.11.,하반기 국제유가 사우디 증산여력에 달려,10일(현지시간) CNBC에 따르면 영국 투자은행 바클레이스는 이날 분석노트에서 올 하반기 사우디 등이 석유공급을 늘리면서 국제유가가 브렌트유 기준으로 배럴당 평균 73달러로 떨어질 것이라고 전망했다. 바클레이스는...
532,2018.07.24.,국제유가·폭염에 끓어오르는 물가,[금강일보 = 정재인] 국제유가 상승과 폭염에 따른 영향으로 농·축산물을 비롯한 개인서비스요금 가격이 요동치고 있다. 한국물가협회 대전충남지회가 발표한 대전지역 셋 째주 생활물가 동향을 살펴보면 채소류...
533,2018.07.18.,[국제유가] WTI 0.02%↑ 강보합…수급부담·무역전쟁 관망,국제유가는 17일(현지시간) 강보합세를 나타냈다. 투자자들의 관심은 미국 원유재고 감소와 베네수엘라의 원유생산 제한으로 관심을 집중했다. 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는...
534,2018.07.17.,"[클릭 e종목]""대한항공, 유가 올라 2Q 실적 부진…목표가↓""","국제선 수송(RPK)이 전년동기대비 4.9% 증가할 것으로 보이지만, 국제유가 상승으로 유류비가 전년 동기 대비 21.2% 늘 것으로 봤다. 박 연구원에 따르면 대한항공의 달러기준 국제선 여객운임(Yield)이 지난 5월..."
535,2018.07.19.,"국제유가, 美 휘발유 재고 감소로 상승","[한국무역신문 = 김성욱 기자] 국제유가가 미국 휘발유 재고 감소, 리비아 공급차질 지속 우려 등의 영향으로 상승했다. 19일 한국석유공사에 따르면 18일(현지시간) 뉴욕상품거래소(NYMEX)에서..."
536,2018.07.23.,고유가·강달러에도 LCC ‘고공행진’…대형항공사는 뒷걸음질,대형항공사들은 1분기와 비교해 대폭 상승한 국제유가와 환율에 영향에 '직격탄'을 맞은 것으로 분석된다. 대한항공의 경우 유가가 배럴당 1달러 변동하면 약 3300만 달러 손익 변동이 발생한다. 또 환율이 10원...
537,2018.07.26.,"국제유가, 美 원유량 재고 감소에 상승···WTI, 1.1% ↑",국제유가가 미국의 원유 재고 감소 영향으로 25일(현지시간) 상승했다.   이날 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날 대비 배럴당 1.1%(0.78달러) 상승한 69.30달러에...
538,2018.07.17.,"中, 미국산 원유수입 중단하면..국제유가 충격 불가피",중국이 미국의 원유 수출 20%를 담당하는 상황에서 수입을 중단할 경우 미국에 원유 재고가 늘어나면서 국제유가가 급락할 가능성이 제기된다. 민 연구원은 “미국산 원유수입 중단이 현실화될 경우 유가에 충격이...
539,2018.07.25.,"국제유가, 미-이란 긴장고조에 상승",[tbs 지혜롬 기자] 국제유가는 미국의 이란 제재 복원을 앞두고 양국 간 긴장이 고조되고 있는 점이 부각되면서 상승했습니다. 뉴욕상업거래소에서 9월 인도분 서부 텍사스산 원유는 전 거래일보다 배럴당 63센트...
540,2018.07.23.,"국제유가 올라, 사우디아라비아와 미국이 공급 줄여",국제유가가 오름세를 이어가고 있다. 서부텍사스산 원유(WTI)는 4거래일 연속 올랐다. 사우디아라비아에서 원유 생산량을 줄일 계획을 밝혔고 미국에서 원유 시추기 수가 줄어든 데 영향을 받았다. 20일...
541,2018.07.24.,유가 상승에 공공요금 들썩 물가 심상찮다,여기에 국제유가 상승과 공공요금 인상 예고로 하반기 물가가 심상치 않다. 한국농수산식품유통공사 농수산물유통정보 광주지역 가격정보에 따르면 폭염에 큰 영향을 받는 배추와 상추 등 신선채소류와 여름 휴가철...
542,2018.07.23.,"7월 3주 국제 유가, 보호무역 장기화에 하락",한국석유공사 석유동향팀은 20일 ‘유가정보서비스 오피넷’을 통해 ‘2018년 7월 3주 주간국제유가동향’을 발표했다. 이에 따르면 대서양 유종인 브렌트(Brent)유는 전주보다 배럴당 1.87달러 하락한 72....
543,2018.07.12.,"국제유가, 미중 무역전쟁 확전에 급락…WTI 5% 하락",국제유가는 11일(현지시간) 미중간 무역전쟁 확전 우려에 급락했다. 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 5.0%(3.73달러) 떨어진 70.38달러에 거래를 마쳤다. 런던 ICE...
544,2018.07.17.,[뉴욕증시]국제유가 폭락으로 혼조 마감,뉴욕증시는 은행 실적 호조에도 국제유가가 폭락한 여파로 혼조세를 보였다. 16일(미국시간) 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 전장보다 44.95포인트(0.18%) 상승한 2만5064.36에 거래를 마쳤다....
545,2018.07.20.,[국제유가] WTI 1% ↑…美 쿠싱 원유재고 감소 영향,사진=연합뉴스 19일(현지시간) 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전날보다 1% 오른 배럴당 69.46달러로 장을 마감했다. 미국 오클라호마 주 쿠싱의 원유 재고가 180만 배럴...
546,2018.07.20.,"[국제유가] 19일 두바이‧WTI유 ↑, Brent유 ↓",[투데이에너지 조대인 기자] 19일 국제유가는 두바이유를 비롯해 서부 텍사스산 원유가 상승한 반면 북해산 브렌트유는 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비 배럴당 0....
547,2018.07.17.,"국제유가, 수급 부담 완화에 급락 'WTI 4.2%↓'… 다우지수 0.18%↑","국제유가, 수급부담 완화에 급락 WTI 4.2%↓. /AP=연합뉴스 국제유가는 수급부담 완화 여파로 급락했다. 16일(현지시간) 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 원유(WTI)는 전거래일보다 배럴당 4.2%(2...."
548,2018.07.17.,[국제유가] 이란 제재 예외 적용 가능성에 하락… 'WTI 68.06달러',"[뉴데일리-송승근 기자] 국제유가가 이란 제재 예외 검토 가능성, 러시아의 증산 및 미국 전략 비축유 방출 검토 가능성 영향으로 하락했다. 17일 한국석유공사에 따르면 16일(현지시각) 뉴욕상업거래소(NYMEX)에서..."
