,날짜,제목,요약
224,2021.04.21.,국제유가 상승에 지난달 생산자물가 5개월째 상승세,국제유가 강세 탓에 공산품을 중심으로 생산자물가가 5개월째 올랐다. 21일 한국은행에 따르면 3월 생산자물가지수는 2월(105.91)보다 0.9% 높은 106.85(2015년 수준 100)로 집계됐다. 지수는 지난해 11월 이후 3월까지...
225,2021.04.30.,[국제유가] 美 경제지표 호조에 상승,국제유가는 미국 경제지표 호조에 상승했다. 한국석유공사에 따르면 29일 북해산 브렌트유 선물은 배럴당 68.56달러로 전일대비 1.29달러 올랐다. 서부 텍사스산 중질유(WTI) 선물은 65.01달러로 전일보다 1.15달러...
226,2021.04.30.,"뉴욕증시, 실적 호조·지표 강세로 상승...국제유가도 강세",91%) 오른 17.61을 기록했다. 국제유가는 상승세를 이어갔다. 29일(미 동부시간) 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전장보다 1.15달러(1.80%) 오른 배럴당 65.01달러에 마감했다. 지난 3월 15일 이후 최고치다.
227,2021.05.01.,"뉴욕증시, 인도 코로나19 우려·고점 부담 하락...국제유가, 2% 내려",국제유가는 인도에서의 코로나19 상황이 악화한 데 따른 수요 전망 우려로 하락했다. 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전장보다 1.43달러(2.2%) 하락한 배럴당 63.58달러에 거래를 마쳤다....
228,2021.04.27.,"국제유가 하락, 인도 코로나19 확산에 원유수요 감소 가능성",국제유가가 떨어졌다. 원유 주요 수요국인 인도에서 코로나19 확산세가 심화하면서 원유 수요가 줄어들 수 있다는 가능성이 제기됐다. 26일 국제유가가 떨어졌다. 26일 뉴욕상업거래소(NYMEX)에서 6월 인도분...
229,2021.04.21.,생산자물가 5개월 연속 상승… 유가 급등에 공산품 '껑충',국제유가 상승으로 공산품 가격이 가격이 오른 영향이 컸다. 한국은행이 21일 공개한 '3월 생산자물가지수'에 따르면 지난달 생산자물가지수는 106.85(2015년 물가 수준=100)로 전월 대비 0.9% 올랐다. 전월에 비해 3.9...
230,2021.04.21.,생산자물가 5개월 연속 상승… 유가 급등에 공산품 '껑충',국제유가 상승으로 공산품 가격이 가격이 오른 영향이 컸다. 한국은행이 21일 공개한 '3월 생산자물가지수'에 따르면 지난달 생산자물가지수는 106.85(2015년 물가 수준=100)로 전월 대비 0.9% 올랐다. 전월에 비해 3.9...
231,2021.05.03.,"유가 올랐지만 2021년 5월 주택용, 일반용 도시가스 요금 동결","그간 국제유가·환율 변동 등으로 2021년 5월 기준 5.5%(도매요금 기준) 요금 인상요인이 우려됐으나, 코로나19 등으로 인한 서민부담, 최근 지속적인 물가상승 추세, 가스공사 미수금 규모 등을 고려하여 요금 동결을 결정한..."
232,2021.05.02.,"뉴욕증시 3대 지수 코로나19 재확산 우려에 다 내려, 국제유가도 하락",국제유가도 하락했다. 인도의 코로나19 확산상황 악화와 중국의 제조업지표 부진으로 원유수요 전망이 어두워졌다. 뉴욕상업거래소(NYMEX)에서 6월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.43달러...
233,2021.04.30.,국제유가 3거래일 연속 상승 WTI 1.8%↑…국제금값 하락,사진 네이버 증권정보 국제유가가 3거래일 연속 올랐다. 29일(현지시간) 뉴욕상품거래소에서 미국 서부텍사스원유(WTI) 6월 인도분 선물은 전장 대비 1.15달러(1.8%) 상승한 배럴당 65.01달러로 거래를 마치면서 3월...
234,2021.05.05.,"달러 절상에도, 미국증시 부진에도...국제 유가는 연일 껑충","4일(미국시간) 국제 유가가 급등했다. 이날 미국달러가치 절상 속에서도, 그리고 미국증시 부진 속에서도 유가는 상승해 눈길을 끌었다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 3시 51분 기준..."
235,2021.05.06.,[1보] 국제유가 하락…WTI 0.1%↓,이투데이=변효선 기자 | 국제유가가 5일(현지시간) 하락했다. 이날 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI) 가격은 전장보다 0.6달러(0.1%) 내린 배럴당 65.63달러에 장을 마감했다.
236,2021.05.07.,[1보] 국제유가 하락…WTI 1.4%↓,이투데이=김나은 기자 | 국제유가가 6일(현지시간) 하락했다. 이날 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI) 가격은 전장보다 0.92달러(1.4%) 내린 배럴당 64.71달러에 장을 마감했다. 런던ICE...
237,2021.04.13.,"[원자재시황] 국제유가, 사우디 정유시설 피격에 상승..WTI 0.6%↑",국제 유가는 사우디아라비아의 정유시설이 예먼의 후티 반군에 의해 공격당했다는 소식에 상승했다. 12일(현지시간) 뉴욕상업거래소에서 5월물 서부 텍사스산 원유(WTI) 가격은 전장보다 0.38달러(0.6%) 오른 배럴당 59....
238,2021.04.29.,[국제유가]WTI 1.5% 상승…OPEC+ 수요낙관론에 지지,전 거래일 OPEC+(석유수출국기구와 러시아 등 비회원 10개국)가 강력한 수요 반등 기대로 기존 증산 계획을 고수하겠다고 한 발표가 여전히 유가 상승을 지지했다. 이날 발표된 미 주간 원유재고가 급증하지 않은...
239,2021.04.27.,"국제유가, 인도發 코로나 재확산 우려에 하락",[사진=뉴시스] 국제유가가 인도발 코로나(코로나19) 재확산 우려로 원유 수요가 줄어들 것으로 전망돼 하락했다. 26일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전거래일보다 0.23달러(0.4...
240,2021.04.21.,국제유가 상승·석화제품 수요에 생산자물가 지속 상승,"품목별 전월 대비 등락률을 보면, 국제유가의 영향으로 공산품 물가가 1.6% 높아졌다. 특히 경유(10.8%), 휘발유(12.8%), 나프타(7.0%) 등 석탄·석유 제품 가격이 뛰었다. 농림수산품에서는 풋고추와 딸기는 전월대비..."
241,2021.04.29.,[국제유가] 美 석유수요 회복 기대감에 상승,국제유가는 미국 석유수요 회복이 기대되면서 상승했다. 한국석유공사에 따르면 28일 북해산 브렌트유 선물은 배럴당 67.27달러로 전일대비 0.85달러 올랐다. 서부 텍사스산 중질유(WTI) 선물은 63.86달러로 전일보다 0....
242,2021.05.05.,"[상보] 국제유가, 미국·유럽발 수요 낙관론 속에 상승",러빙턴/AP뉴시스미국과 유럽에서 신종 코로나바이러스 감염증(코로나19)에 대한 봉쇄 조치를 완화할 조짐을 보이자 국제유가는 상승했다. 수요 낙관론이 인도 코로나19 급증 우려를 억눌렀다는 분석이 나온다. 4일...
243,2021.04.27.,"국제유가, 코로나19 재확산 우려에 하락",국제 유가는 인도 등 아시아 원유 수입국에서 코로나19 재확산으로 에너지 수요가 줄어들 수 있다는 우려에 하락했다.26일(현지시간) 뉴욕상업거래소(NYMEX)에 따르면 미국 서부 텍사스산 원유(WTI) 6월 인도분은...
244,2021.04.21.,[국제유가]얀센 백신 부작용 우려 대두…WTI 1.2%↓,국제유가가 하락 반전했다. 20일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.2% 하락한 62.67달러에 마감했다. 5월물의 경우 1.5% 내린 배럴당 62.44달러에 거래를...
245,2021.04.21.,3월 생산자물가 5개월째 상승… 국제유가 강세 견인,"국제유가 상승, 전방산업 수요 증가에 따라 오름세가 이어지는 모습이다. 21일 한국은행이 발표한 3월 생산자물가지수는 전월대비 0.9% 올랐다. 농산물을 제외한 공산품·전력·음식점 등이 일제히 상승했다...."
246,2021.05.04.,[국제유가]WTI 1.4% 상승…이동제한 완화 + 달러 약세,미 달러인덱스 약세도 유가 상승을 한층 부추겼다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은 전장보다 91센트(1.4%) 높아진 배럴당 64.49달러를 기록했다. ICE 선물거래소의 브렌트유 선물은 80센트(1.2%) 오른 배럴당 67....
247,2021.04.30.,"국제유가, 수요 낙관론에 WTI 65달러 돌파···금값은 연일 하락",국제유가가 여름철 원유 수요 확대 기대감에 3거래일 째 상승 마감했다. 반면 금값은 사흘 연속 하락했다. 29일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI)가격은 전거래일 보다 1.15달러(1.94%) 오른...
248,2021.04.13.,[국제유가] 사우디 정유시설 피격 소식에 상승… WTI 0.6%↑,국제유가가 3거래일 만에 반등했다. 12일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 5월 인도분 선물은 전장 대비 38센트(0.6%) 상승한 배럴당 59.70달러를 기록했다. 영국 북해 브렌트유 6월물은 33센트...
249,2021.04.15.,[국제유가] 미 원유재고 급감·IEA 전망 상향… WTI 4.9%%↑,국제유가가 미국 원유재고 급감과 국제에너지기구(IEA) 전망 상향에 힘입어 5% 가까이 급등했다. 14일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 5월 인도분 선물은 전장 대비 2.97달러(4.9...
250,2021.04.13.,[국제유가] 사우디 정유시설 피격 소식에 상승… WTI 0.6%↑,국제유가가 3거래일 만에 반등했다. 12일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 5월 인도분 선물은 전장 대비 38센트(0.6%) 상승한 배럴당 59.70달러를 기록했다. 영국 북해 브렌트유 6월물은 33센트...
251,2021.04.15.,[국제유가] 미 원유재고 급감·IEA 전망 상향… WTI 4.9%%↑,국제유가가 미국 원유재고 급감과 국제에너지기구(IEA) 전망 상향에 힘입어 5% 가까이 급등했다. 14일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 5월 인도분 선물은 전장 대비 2.97달러(4.9...
252,2021.04.22.,[국제유가]코로나 확산 다시 고개 드나…WTI 2.1%↓,국제유가가 이틀째 하락했다. 21일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 2.1% 하락한 61.35달러에 거래를 마쳤다. 원유시장은 최근 전세계적인 코로나19...
253,2021.04.16.,"국제유가, '경제지표 회복세'에 상승…WTI, 0.5%↑","WTI, 전일 대비 0.49% 상승한 63.46달러로 거래 마감 국제유가가 경제지표 회복세에서 영향을 받으며 상승 곡선을 그렸다. 15일(현지시간) 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부 텍사스산 원유(WTI)는 전일 대비..."
254,2021.04.30.,29일 국제유가 상승,"10달러에 거래를 마쳤다. 한국석유공사는 29일 국제유가는 미국 경제지표 호조, 하절기 북반구 선진국 석유수요 1억b/d 예상 등으로 상승했고, 인도 코로나19 확산 지속 등은 상승폭을 제한했다고 전했다."
255,2021.04.21.,"[원자재시황] 국제유가, 인도 코로나19 재확산에 하락..WTI 1.5%↓",국제유가는 인도에서의 코로나19 재확산 우려가 커지면서 하락세로 돌아섰다. 20일(현지시간) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 94센트(1.5%) 하락한 배럴당 62.44달러에 마감했다....
256,2021.04.15.,"[원자재시황] 국제유가, 원유재고 급감·IEA 전망상향에 상승… WTI 4.9%↑",국제 유가는 코로나19 백신 확대와 경기 회복으로 원유 수요가 늘어날 것이라는 기대에 크게 올랐다. 14일(현지시간) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전장보다 2.97달러(4.9%) 오른 배럴당 63....
257,2021.04.28.,"[국제유가] OPEC+ 신중한 증산 결정… WTI, 1.6% 상승",뉴데일리 성재용 기자 = 국제유가가 OPEC+(석유수출국기구 및 비회원 10개 산유국 협의체)의 감산 완화 방침 유지로 일주일 만에 최고치로 올랐다. 27일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스산 원유...
258,2021.04.21.,국제유가 강세…생산자물가 5개월째 상승,"국제유가 강세의 영향으로 석탄·석유 제품 가격이 9.7% 올라 5개월 연속 상승하는 등 공산품은 전달보다 1.6% 상승했습니다. 서비스업 생산자 물가지수도 음식점 및 숙박서비스가 0.5%, 부동산서비스가 0.2% 등이..."
259,2021.04.27.,"국제유가 소폭 하락…WTI 배럴당 61.91달러, 0.37%↓",로이터=연합뉴스 국제유가가 인도발 코로나19 확진자 증가 영향에 소폭 하락했다. 로이터통신은 26일(현지시간) 세계 3위의 원유수입 국가인 인도에서 코로나19 확진자가 급증하면서 수요 우려가 제기되면서...
260,2021.04.28.,"국제유가, OPEC+ 회의 효과로 상승 WTI 1.7%↑…국제금값은 하락",사진 네이버 증권정보 국제유가가 일주일 만에 최고로 올랐다. 27일(현지시간) 뉴욕상업거래소에서 미국 서부텍사스원유(WTI) 6월 인도분 선물은 전장 대비 1.03달러(1.7%) 상승한 배럴당 62.94달러를 기록했다. 이달...
261,2021.04.27.,"국제유가 소폭 하락…WTI 배럴당 61.91달러, 0.37%↓",로이터=연합뉴스 국제유가가 인도발 코로나19 확진자 증가 영향에 소폭 하락했다. 로이터통신은 26일(현지시간) 세계 3위의 원유수입 국가인 인도에서 코로나19 확진자가 급증하면서 수요 우려가 제기되면서...
262,2021.04.27.,"국제유가, 코로나 재확산으로 하락...WTI 0.37%↓ 브렌트 0.7%↓",금값은 소폭 상승...온스당 1780.1＄로 0.1%↑ 국제 유가는 26일(현지시간) 인도 등 아시아 원유 수입국에서 코로나19 재확산으로 에너지 수요가 감소한다는 우려에 하락 마감했다. 뉴욕상업거래소(NYMEX)에서 이날...
263,2021.04.27.,"국제유가, 인도 코로나 폭증 영향 하락...WTI, 0.4% 떨어진 61.91달러",국제유가는 인도의 코로나 확진자  폭증 영향으로 하락 마감했다. 국제유가는 26일(현지시간) 인도에서의 코로나 폭증 영향으로 WTI가 개장 초 2%이상 떨어지기도 했다. 출처: 로이터통신 26일(현지시간)...
264,2021.04.27.,[국제유가] 인도·日 등 코로나19 확산에 26일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황. 26일 국제유가는 인도, 일본의 코로나19 확산, 리비아 수출 불가항력 선언 해제 등으로 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산 원유인 WTI가 전일대비..."
265,2021.04.29.,"뉴욕증시, 연준 완화적 기조 유지에도 하락...국제유가, 6주래 최고치","한편, 국제유가는 원유 수요가 늘어날 것이라는 기대로 거의 6주래 최고치로 마감했다. 뉴욕상업거래소에서 서부텍사스산원유(WTI) 가격은 전장보다 92센트(1.5%) 오른 배럴당 63.86달러에 마감했다. WTI 가격은 지난..."
266,2021.05.05.,"[1보] 국제유가, 상승…WTI 1.9%↑",이투데이= | 국제유가는 4일(현지시간) 상승했다. 뉴욕상업거래소(NYMEX)에서 6월물 서부 텍사스산 원유(WTI)는 전 거래일 대비 1.20달러(1.9%) 오른 65.69달러에 마감했다. 런던 ICE선물거래소에서 6월물...
267,2021.04.23.,[국제유가]인도·일본 팬데믹 재확산 어쩌나…WTI 3일째 하락,국제유가가 3거래일째 하락했다. 22일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.1% 하락한 61.43달러에 거래를 마쳤다. 원유시장은 최근 전세계적인 코로나19 재확산...
268,2021.04.27.,유가 상승에··· 기대감 커지는 VLCC·해양플랜트 수주,신종 코로나바이러스 감염증(코로나19) 백신 보급 확대에 따른 글로벌 경기회복에 대한 기대감에 국제 유가가 상승세를 타고 있다. 국내 조선 업계에서는 유가 상승기에 발주가 몰리는 초대형원유운반선(VLCC)과...
269,2021.04.24.,"휘발유·경유 가격, 2주 연속 하락세...국제유가는 '연일 상승세'",다만 국제유가가 상승세를 보이고 있어 다시 오를 가능성이 높다 / ⓒ시사포커스DB  전국 휘발유 가격이 2주연속 하락세를 보이고 있다. 24일 한국석유공사 유가정보 서비스인 '오피넷'에 따르면 4월 셋째 주 전국...
270,2021.04.24.,"휘발유·경유 가격, 2주 연속 하락세...국제유가는 '연일 상승세'",다만 국제유가가 상승세를 보이고 있어 다시 오를 가능성이 높다 / ⓒ시사포커스DB  전국 휘발유 가격이 2주연속 하락세를 보이고 있다. 24일 한국석유공사 유가정보 서비스인 '오피넷'에 따르면 4월 셋째 주 전국...
271,2021.04.14.,환율·유가 상승에…3월 수출입 물가 4개월 연속 동반상승,글로벌 경기 회복 기대감 등으로 원·달러 환율과 국제유가가 오르면서 3월 수출입물가가 4개월 연속 동반 상승세를 이어갔다. 14일 한국은행이 발표한 '2021년 3월 수출입물가지수'에 따르면 3월 수출물가지수는 101....
272,2021.05.01.,"""코로나 · 유럽 경기 부진""...국제유가, WTI 2%대 급락","지난달 30일(이하 현지시간) 국제유가가 급락했다. 인도의 코로나19 확산, 유럽의 경기부진 속에 미국달러 가치 강세 등의 영향으로 국제유가는 나흘 만에 큰 폭으로 하락했다. 최근 유가 상승에 따른 차익매물도 크게..."
273,2021.05.04.,"[거래급증주]중앙에너비스, 국제 유가 상승에 50배 급증",국제 유가가 상승하자 중앙에너비스의 거래량이 전일 대비 50배 급증했다. 4일 오후 1시 0분 현재 429만9431주가 거래돼 전일 8만3191주 대비 5068.14% 증가다. 같은 시각 주가는 전일 대비 14.23% 오른 1만4450원을 기록...
274,2021.04.27.,"정유사, 코로나 위기 탈출…'유가·시황·소비' 3박자 호재",국제유가 상승 효과로 대규모 재고평가이익이 발생하면서 정유사들의 실적은 일제히 흑자전환이 기대되고 있다. 부진한 소비상황과 마진 개선에도 전략적인 설비 운영 및 수출 물량 조정이 실적 개선에 기여한 것으로...
275,2021.04.20.,[국제유가]리비아 일부 유전 중단…WTI 0.4% 상승,국제유가가 소폭 상승했다. 19일(현지시간) 미국 뉴욕상업거래소에서 5월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 0.4% 오른 63.38달러에 거래를 마쳤다. 원유시장이 소폭 강세를 보인 건 여러 재료들이...
276,2021.04.27.,"국제유가, 인도 코로나19 재확산 우려에 하락..WTI 0.4%↓",뷰어스 김미라 기­자 국제 유가는 인도 등 아시아 원유 수입국에서 코로나19 재확산으로 에너지 수요가 감소한다는 우려에 하락 마감했다. 26일(현지시각) 뉴욕상업거래소(NYMEX)에서 서부텍사스산원유(WTI) 6월물...
277,2021.04.21.,"국제유가, 인도 코로나19 확산 우려에 하락…WTI 1.5%↓ [인더머니]",국제유가가 인도 신종 코로나바이러스 감염증(코로나19) 재확산 우려가 커지면서 하락세를 나타냈다. 20일(현지시간) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전날보다 0.94달러(1.5%) 하락한 배럴당 62....
278,2021.04.14.,"[원자재시황] 국제유가, 中경제지표 개선·수요전망 상향에 상승..WTI 0.8%↑",국제 유가는 중국의 경제 지표가 개선된 데다 석유수출국기구(OPEC)가 올해 전 세계 원유 수요 전망치를 상향했다는 소식에 상승했다. 13일(현지시간) 뉴욕상업거래소에서 5월물 서부 텍사스산 원유(WTI) 가격은...
279,2021.04.13.,"국제유가, 사우디 정유시설 피격·중동 긴장 소식에 상승…WTI 0.6%↑ [인더머...",국제유가가 주요 산유국인 사우디아라비아의 정유시설이 예먼의 후티 반군에 의해 공격당했다는 소식에 상승세를 나타냈다. 12일(현지시간) 뉴욕상업거래소에서 5월물 서부 텍사스산 원유(WTI) 가격은 전거래일보다 0....
280,2021.05.03.,[국제유가] 인도 코로나19 확산이 세계 석유 수요 회복 '발목',"30일 국제유가는 인도 석유 수요 둔화 우려, 일본의 원유 수입 감소 소식, 중국의 제조업황 둔화 등으로 하락했다. 한국석유공사 국제유가 동향에 따르면 브렌트는 전일대비 배럴당 1.31 달러 떨어진 67.25 달러..."
281,2021.05.04.,"""석유 수요 낙관""...국제 유가 '상승', 미국증시 에너지주 '껑충'",3일(미국시간) 국제 유가가 상승했다. 미국증시 에너지 섹터는 급등했다. 긍정적인 글로벌 석유수요 전망 속에 이같은 흐름이 전개됐다. 블룸버그 집계에 따르면 이날 미국 동부시각 오후 4시 1분 기준...
282,2021.04.22.,"국제유가, 코로나19 4차 확산 우려·재고 증가로 하락…WTI 2.1%↓ [인더머니...",국제유가가 신종 코로나바이러스 감염증(코로나19) 4차 팬데믹(세계적 대유행) 우려와 원유 재고 증가 소식에 하락세를 나타냈다. 21일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전날보다 1....
283,2021.04.21.,[국제유가] 인도 코로나19 재확산 우려에 하락… WTI 1.5%↓,국제유가가 인도 신종 코로나바이러스 감염증(코로나19) 재확산 우려가 커지면서 급락했다. 20일(현지시각) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전날보다 0.94달러(1.5%) 하락한 배럴당 62.44달러에...
284,2021.04.30.,국내외 유가 '꺽였다?'…앞으로는,"국제 유가가 하락하면서, 국내 유가 역시 약세로 돌아섰지만, 조정기가 끝나면 다시 오를 것이라는 전망이다. 국내 유가는 지난해 11월 중순부터 이달 초까지 140일 정도 지속적으로 올랐다. 30일 한국석유공사가..."
285,2021.04.23.,"국제유가, 코로나 재확산·재고 증가에 소폭 내려…WTI 0,1%↓ [인더머니]",국제유가가 전 세계 신종 코로나바이러스 감염증(코로나19)가 4차 팬데믹(세계적 대유행) 현실화와 원유 재고 증가 소식에 소폭의 내림세를 나타냈다. 22일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI)...
286,2021.04.29.,"국제유가, 美 재고 예상보다 덜 늘자 상승 WTI 1.5%↑…금값은 하락",사진 = 네이버 증권정보 국제유가가 미국의 원유재고가 예상보다 덜 늘어나면서 상승 마감했다. 28일(현지시간) 뉴욕상업거래소에서미국 서부텍사스원유(WTI) 6월 인도분 선물은 전장 대비 92센트(1.5%) 상승해...
287,2021.04.14.,유가상승에 수입물가 넉달째 상승…전월대비 3.4%↑,전년동월대비 9% '껑충'…2년5개월 내 최대 수출물가도 4개월 연속 올라…전년동월대비 상승폭 3년5개월 만에 최대 국제 유가가 뛰면서 원화 환산 수입 제품의 전반적 가격 수준이 넉 달 연속 높아졌다....
288,2021.04.14.,"국제유가, 사우디 정유시설 피격에 상승…WTI 0.6%↑","OPEC, 올해 전 세계 원유 수요 전망치 상향 조정 국제유가가 원유 수요 전망치 상향과 공급 우려로 상승했다. 13일(현지시간) 뉴욕상업거래소에서 5월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 0.48달러(0.8%) 오른..."
289,2021.05.01.,"유가 하락, WTI 63.58달러…인도 석유수요 둔화 우려","국제유가는 인도 석유수요 둔화 우려, 일본의 원유 수입 감소 소식, 중국의 제조업황 둔화 등으로 하락했다. 1일 한국석유공사에 따르면 30일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI)는 전..."
290,2021.05.04.,"[상보] 국제유가, 글로벌 경기 회복 기대감 속 상승…WTI 1.4%↑",러빙턴/AP뉴시스 국제유가는 3일(현지시간) 글로벌 경기 회복 기대감 속에 상승했다. 이날 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI) 가격은 전 거래일 대비 0.91달러(1.4%) 오른 배럴당 64.49달러에 장을...
291,2021.04.14.,유가 상승에 수입 물가 3.4%↑…네달째 상승,국제유가가 폭락했던 전년 같은 달과 비교하면 9.0% 올랐다. 14개월 만에 상승 전환이다. 2월 수출물가지수(원화 기준)는 101.46으로 2월(98.23)보다 3.3% 올랐다. 역시 국제유가 강세와 원·달러 환율 상승에 영향을...
292,2021.04.24.,[국제유가]경기 호조에 WTI 1.2% 올랐지만…팬데믹 '변수',국제유가가 상승했다. 23일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.2% 상승한 62.14달러에 거래를 마쳤다. 원유시장이 강세를 보인 건 이날 시장 전반의 위험...
293,2021.04.23.,[국제유가] 인도·일본 코로나19 재확산 공포… WTI 3거래일 하락,국제유가가 신종 코로나바이러스 감염증(코로나19) 4차 팬데믹(세계적 대유행) 우려에 3거래일째 하락했다. 22일(현지시각) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전장보다 0.08달러(0.1%) 하락한...
294,2021.04.21.,"3월 생산자물가지수, 5개월 연속 상승…""국제유가 오름세 이어져""",국제유가 상승과 전방산업 수요 증가 등으로 공산품 중심으로 가격이 오른 영향이다. 한국은행이 20일 발표한 3월 생산자물가지수는 106.85(2015년 100기준)로 전월대비 0.9% 올랐다. 1월(105.05)에 이어 역대 최고치다....
295,2021.04.14.,"원·달러 환율, 유가 상승에 3월 수출입물가 4개월째 동반 상승",원·달러 환율이 상승한 가운데 국제유가도 오르면서 지난달 수출입물가지수가 전달 대비 모두 올랐습니다. 오늘(14일) 한국은행이 발표한 '3월 수출입물가지수'를 보면 3월 수출물가는 101.46(2015=100)으로 전월대비 3.3...
296,2021.04.29.,"수출입지수 7개월째 상승, 유가상승+반도체호조 등 영향",국제유가 상승과 반도체 호조 등이 영향을 미쳤다. 특히 금액지수 증가폭은 2년5개월만에 최고치를 경신했다. 수입값이 27개월만에 상승하면서 교역조건 상승폭은 둔화하는 모습이었다. 운송장비 수출입도...
297,2021.04.25.,"한은 ""유가 당분간 민감하게 등락""…물가 상승 주의보",올해 2월 이후 배럴당 60달러대에 머물고 있는 국제유가가 당분간 등락을 거듭할 것이란 전망이 나왔다. 국제유가는 지난해 코로나19(COVID-19)로 사상 처음 마이너스로 떨어지기도 했지만 향후 각종 이슈에 민감하게...
298,2021.04.27.,[국제유가] 인도·일본 코로나19 확산에 하락,"국제유가는 인도, 일본에서 코로나19가 확산하면서 하락했다. 한국석유공사에 따르면 26일 북해산 브렌트유 선물은 배럴당 65.65달러로 전일대비 0.46달러 떨어졌다. 서부 텍사스산 중질유(WTI) 선물은 61.91달러로..."
299,2021.05.04.,[1보] 국제유가 상승…WTI 1.4%↑,이투데이=변효선 기자 | 국제유가는 3일(현지시간) 상승했다. 이날 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 0.91달러(1.4%) 오른 배럴당 64.49달러에 장을 마감했다.
300,2021.05.04.,[1보] 국제유가 상승…WTI 1.4%↑,이투데이=변효선 기자 | 국제유가는 3일(현지시간) 상승했다. 이날 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 0.91달러(1.4%) 오른 배럴당 64.49달러에 장을 마감했다.
301,2021.04.29.,"[상보] 국제유가, 원유 수요 기대에 6주 만에 최고치...WTI 1.5%↑",(러빙턴=AP/뉴시스) 국제유가는 28일(현지시간) 원유 수요 증가 기대감에 상승했다. 뉴욕상업거래소(NYMEX)에서 6월물 서부 텍사스산 원유(WTI)는 전 거래일 대비 0.92달러(1.5%) 상승한 배럴당 63.86달러에 마감했다. 이는...
302,2021.04.22.,"국제 유가, 코로나19 급증으로 수요 전망 어두워↓",21일(현지시간) 미 텍사스주 골드스미스 인근 유정의 원유시추기 펌프잭 뒤로 해가 지고 있다. 2021.04.22. 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는...
303,2021.04.16.,[국제유가] 원유 수요 회복 전망에 4거래일 연속 상승 … WTI 0.5%↑,국제유가가 나흘 연속 상승했다. 15일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스원유(WTI) 5월 인도분 선물은 전장 대비 31센트(0.5%) 상승한 배럴당 63.46달러를 기록했다. 영국 북해 브렌트유 6월물은 36센트...
304,2021.04.21.,3월 생산자물가 0.9% ↑ ‘5개월째 상승’ 국제유가 상승에 전방산업 수요 늘...,"국제유가 상승과 전방산업 수요가 늘면서 공산품을 중심으로 상승세가 지속됐다. 21일 한국은행이 발표한 '2021년 3월 생산자물가지수'에 따르면 3월 생산자물가지수는 전월 대비 0.9% 상승, 5개월 연속 상승했다...."
