,날짜,제목,요약
482,2017.06.23.,"""OPEC-非OPEC 감산합의, 내년중 파기…유가 못 오른다""","이어 “결국 국제유가를 끌어 올리려는 OPEC의 노력도 무위로 돌아갈 것”이라고 점쳤다. 그는 “미국 셰일오일은 불과 몇 개월전 많은 사람들이 예상했던 것보다 훨씬 더 빠른 속도로, 보다 지속 가능한 방식으로..."
483,2017.06.27.,"[생생인터뷰] 국제유가 올라도 걱정, 내려도 걱정...왜?","[생생인터뷰] 국제유가 올라도 걱정, 내려도 걱정...왜?   ■ 방송 : YTN 라디오 FM 94.5 (15:10~16:00) ■ 진행 : 김우성 PD ■ 대담 : 박상현 하이투자증권 이코노미스트   ◇ 김우성 PD(이하 김우성)> 우산 장수와 소금 장수 아들을..."
484,2017.06.22.,"뉴욕증시, 국제유가 하락에 '약세'…에너지주 가장 큰 하락 폭 기록","뉴욕증시, 국제유가 하락에 '약세'…에너지주 가장 큰 하락 폭 기록 뉴욕증시에서 주요 지수는 국제유가 하락에 에너지주가 약세를 보인 가운데 혼조세를 나타냈습니다. 21일(미국시간) 뉴욕증권거래소(NYSE)에서..."
485,2017.06.23.,"국제유가, 소폭 반등... 우려는 '여전'","국제유가가 소폭 반등했다. 미국의 석유 공급이 2주 연속 하락하자, 상승세를 나타낸 것으로 풀이된다. 미국에너지정보청(EIA)은 지난주 미국의 원유 재고가 250만 배럴 줄고, 휘발유 재고도 60만 배럴 감소했다고..."
486,2017.06.24.,"뉴욕증시, 국제유가·GDP 등 경제지표에 주목",이번주 (6.26-6.30) 뉴욕증시는 국제유가와 1분기 국내총생산(GDP) 확정치과 개인소비 등에 영향을 받을 전망이다. 최근 유가 약세가 지속되고 있는 가운데 이번주에 발표될 에너지정보청(EIA) 주간 원유재고도 관심사다....
487,2017.07.03.,"[특징주] 정유ㆍ화학株, 국제유가 상승 소식에 동반 강세","이투데이=유충현 기자 | 국제유가가 모처럼 2% 이상 오르자 정유∙화학 업체의 주가가 나란히 강세를 보이고 있다. 3일 오전 9시 34분 현재 SK이노베이션은 전날보다 1.26% 오른 16만500원에, S-Oil은 전날보다 1.26..."
488,2017.07.03.,"""저성장 탈피, 미국 경제정책·유가에 달려""",한은 상반기 글로벌경제 보고서 미국 트럼프 행정부의 정책과 국제 유가 향방 등이 세계 경제의 리스크 요인이 될 수 있다는 분석이 나왔다. 한국은행이 2일 발간한 '2017 글로벌 경제 10대 이슈의 상반기 모니터링' 보고서에...
489,2017.07.04.,“하반기에도 경제회복세 이어질 것…유가는 불안요인”,다만 국제유가 움직임과 선진국 통화정책 정상화에 따른 신흥국 경제불안 가능성이 불안 요인으로 작용할 수 있다고 내다봤다. 한국은행은 4일 이주열 한은 총재 주재로 열린 경제동향간담회 이후 논의내용 브리핑을...
490,2017.07.04.,“하반기에도 경제회복세 이어질 것…유가는 불안요인”,다만 국제유가 움직임과 선진국 통화정책 정상화에 따른 신흥국 경제불안 가능성이 불안 요인으로 작용할 수 있다고 내다봤다. 한국은행은 4일 이주열 한은 총재 주재로 열린 경제동향간담회 이후 논의내용 브리핑을...
491,2017.06.20.,"국제유가, 7개월만에 최저치...WTI 1.2%↓",국제유가가 공급 과잉 우려 속에 7개월 만에 최저치로 떨어졌습니다. 뉴욕상업거래소에서 미국 서부텍사스산 원유 WTI 7월 인도분은 어제보다 1.2% 내린 배럴당 44달러 20센트로 거래를 마쳐 지난해 11월 14일 이후...
492,2017.06.14.,"국제유가, OPEC 5월 생산량 증가에도 소폭 상승","석유수출국기구(OPEC)의 5월 생산량이 늘어난 것으로 집계됐지만, 산유국 감산합의가 순조롭게 이행될 것이라는 기대감에 국제유가가 13일(현지시간) 상승 마감했다. 미국 뉴욕상업거래소(NYMEX)에서 미..."
493,2017.06.25.,[뉴욕주간전망]유가·경제지표 주목… 2분기 어닝 대기,현재 경제 성장이 예상에 못미치는 상황에서 국제유가마저 베어(약세)마켓에 진입해 투자자들은 유가의 향방과 경제지표를 주시하고 있다. 지난주 유가는 주간 기준 4% 넘게 하락하며 증시에 악재로 작용했다....
494,2017.07.01.,"[뉴스텔링] 기업에는 ‘독’, 서민에는 ‘약’…저유가의 역설","▲ CNB뉴스, CNBNEWS, 씨앤비뉴스 국제유가가 급락하면서 이에 대한 전망이 엇갈리고 있다. 그동안 국내 경제를 이끌었던 수출에 타격을 줄 것이라는 부정적 전망과 소비를 촉진하는 계기가 될 수 있다는 긍정적 분석이..."
495,2017.06.22.,[뉴욕증시 마감] 유가 급락에 에너지주 약세,"인라 뉴욕증시는 뚜렷한 방향성이 없었지만, 국제유가 하락으로 에너지주의 내림세가 뚜렷했다. 이날 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스산 원유(WTI) 7월 인도분은 전날보다 98센트(2.25%) 하락한 배럴당 42...."
496,2017.06.27.,떨어지는 유가에 돈빼는 중동계 자금...상승장에 찬물 끼얹나,"사우디 자금 6개월째 순유출 이달에만 2,100억 빠져나가 외국인 투자심리 위축 우려 일부선 ""대이탈은 없을 것"" 개인 대형주 매수세 힘입어 코스피 2,391 최고치 경신 [서울경제] 최근 국제유가 하락세가 이어지면서..."
497,2017.06.26.,저유가 하반기에도 이어진다…금값 전망은 엇갈려,- 국제유가 올 들어 20%↓…하반기 소폭 반등 기대 - 실질금리 인식差…금값 전망 갈려 하반기 유가가 반등할 것으로 예상되지만 배럴당 55달러를 넘기 어려울 것이란 전망이 우세하다. 금값 향방은 물가 전망과 함께...
498,2017.06.16.,환율·유가 하락에 5월 수출입물가 동반 하락,© News1 달러/원 환율과 국제유가 하락 등 영향으로 5월 수출입물가가 동반 하락했다. 16일 한국은행에 따르면 전월 국제유가 상승 영향을 받아 석 달 만에 상승했던 수출입 물가는 5월 들어 다시 하락했다. 1년...
499,2017.06.30.,[국제유가] 美 생산량 감소에 6일 연속 상승…WTI 0.4%↑,이투데이=이지민 기자 | 미국의 원유 생산량이 감소한 영향이 계속돼 국제유가는 29일(현지시간) 상승했다. 이날 미국 뉴욕상업거래소(NYMEX)에서 8월 인도분 서부 텍사스산 중질유(WTI) 가격은 전 거래일보다 0.4%(19센트)...
500,2017.06.28.,"국제유가, 상승 바닥 치나? vs 달러화 하락 영향. 속단 일러",국제유가는 27일(현지시간) 2% 안팎의 상승세를 기록했다. 미국 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 8월 인도분은 전날보다 86센트(2%) 오른 배럴당 44.24달러에 거래를 마쳤다. 런던 ICE 선물시장에서 8월...
501,2017.06.27.,"[저유가 경제학]오를 땐 '광속' 내릴 땐 '저속', 기름값의 비밀",고정 유류세와 주유소 가격 결정구조에 원인 정유사의 주유소 공급가격은 싱가포르 국제시장 가격 반영해 [국제유가는 급격히 떨어지고 있는데 왜 휘발유 값은 천천히 하락하는 걸까. 유가와 관계없이 고정적으로...
502,2017.06.21.,"국제유가, 증산 우려 속 40달러선 위협…WTI 2.2%↓","국제유가가 공급 과잉 우려 속에 9개월만의 최저치로 떨어졌습니다. 미국 뉴욕상업거래소에서 미 서부텍사스산 원유 7월 인도분은 전 거래일보다 0.97달러, 2.2% 하락한 배럴당 43.23달러로 거래를 마쳤습니다. 이는..."
503,2017.06.30.,[국제유가 급락①]6개월 만에 뒤바뀐 유가··· 조선·철강은 ‘빨간불’,사진 = pixabay 산유국들의 감산 정책에도 국제유가가 큰 폭으로 하락한 가운데 저(低)유가가 산업 전반에 미칠 파장에 시장의 이목이 집중되고 있다. 특히 최근 업황 회복에 대한 기대감이 높아지는 조선·철강의 경우...
504,2017.06.23.,"유럽증시, 국제유가 반등 영향에 '진정세'","국제유가가 반등하자, 에너지주의 하락폭이 줄었다. 이날 범유럽지수인 스톡스600 지수는 전날보다 0.01%(0.03포인트) 오른 388.53에 거래를 마쳤다. 영국 FTSE100지수는 전날보다 0.11%(8.5포인트) 밀린 7439.29에..."
505,2017.06.27.,"국제유가, 바닥 인식에 상승…WTI 0.86%↑",[뉴욕=뉴스핌 김민정 특파원]  국제유가가 26일(현지시간) 상승했다. 미국산 원유 가격이 10개월간 최저치를 기록하자 시장 참가자들은 유가가 바닥을 봤다고 판단했다. <사진=블룸버그통신> 뉴욕상업거래소(NYMEX)...
506,2017.06.24.,"국제유가, 주간 기준 5주째 하락…WTI 이번주 4.4%↓",(사진:(C) AFP=뉴스1)석유수출국기구(OPEC) 주도의 원유생산량 감축합의 이행률이 최고치를 기록했다는 소식에 힘입어 국제유가가 소폭 상승했습니다. 하지만 주간으로는 5주 연속 하락했습니다. 23일(현지시간)...
507,2017.06.28.,"""중앙은행들, 국제유가 주목할 때""… 물가상승률 밀릴 수",지난 1월 국제 유가가 전년 가격의 거의 2배로 뛰어오르면서 미국과 유로존 물가상승률이 최고 수준으로 상승했다. 그러나 도널드 트럼프 미국 대통령의 재정정책에 대한 리플레이션 기대가 흐지부지된 가운데 유가의...
508,2017.07.04.,중국발 훈풍 & 유가 상승...유럽증시 활짝 웃었다,"중국 제조업 지수 호전, 유럽 제조업 지수 호전, 국제 유가 상승 등이 시장에 호의적으로 작용했다. 게다가 지난주 유럽중앙은행 총재와 영란은행 총재의 금리인상 관련 매파적 발언으로 금융주 상승세도..."
509,2017.06.27.,[저유가 경제학]기름값 ↓ 구매력↑…불붙는 SUV 시장,현대차 코나(제공=현대차)[국제유가의 하락으로 국내 판매 기름값이 떨어지면 가장 반기는 이들은 자동차 소유자와 자동차를 구입하려는 대기수요자들이다. 최근 해외에서 불붙고 있는 스포츠유틸리티차량(SUV)...
510,2017.07.07.,미국 원유재고 감소에 유가 반등…WTI 0.86%↑ 브렌트유 0.67%↑,"국제 유가는 6일(현지시간) 미국 원유 재고량 감소와 달러 약세를 호재로 반등했다. 뉴욕상업거래소(NYMEX)에서 이날 서부텍사스산 원유(WTI) 8월 인도분은 전날보다 0.39달러, 0.86% 상승한 배럴당 45.52달러로 폐장했다...."
511,2017.06.25.,심상찮은 유가하락세… 한국경제 돌발악재?,두바이유 배럴당 44.17달러 / 한 달 사이 12% 가까이 급락 / 美산 셰일오일 생산 증가 탓 / 겨우 살아난 수출 악영향 우려 최근 국제유가 하락세가 심상치 않다. 유가 하락은 산유국 경기 부진 등으로 이어져 수출을...
512,2017.06.27.,[저유가 경제학]오를 땐 '광속' 내릴 땐 '저속' 기름값의 비밀(종합),고정 유류세와 주유소 가격 결정구조에 원인 정유사의 주유소 공급가격은 싱가포르 국제시장 가격 반영해 [정유업계는 국제유가가 급락하며 지난해 1~2월처럼 초저유가 시대가 올 것이란 예측을 내놓고 있다. 그런데...
513,2017.06.26.,"""7월 상승추세 지속…유가 추세하락 제한적""","국제유가는 아직 양호한 세계 경기의 회복 추세, 미 금리인상 지연에 따른 달러약세 가능성, 원유가격의 충분한 하락 등으로 추세적 하락은 어려울 것으로 판단했다. 변 연구원은 ""업종별로 산업재 경기소비재..."
514,2017.06.28.,[국제유가] 美 원유재고 발표 앞두고 나흘째 상승..WTI 2%↑,[사진=연합/AP]  27일(현지시간) 국제유가는 장 마감 후 발표될 미국의 원유재고 발표를 앞두고 나흘째 상승했다. 미국 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 8월 인도분은 전날보다 86센트(2%) 오른...
515,2017.06.27.,국제유가 떨어지면서 원유펀드 손실도 커져,국제 유가가 떨어지면서 원유 투자 펀드 손실이 커지고 있다. 27일 펀드평가사 제로인에 따르면 순자산 50억원·운용 기간 3개월 이상 커머더티형 펀드의 최근 한 달간 수익률(23일 기준)을 분석한 결과 원유...
516,2017.06.30.,'기술주 약세' 다우·S&P500·나스닥 뉴욕증시 3대지수 급락…국제유가 6일연...,국제유가는 6거래일 연속 상승세를 이어갔다. 29일(현지시간) 미국 뉴욕증시는 기술주 약세로 다우ㆍS&P500ㆍ나스닥 등 3대 지수 모두 큰 폭으로 하락 마감했다. 특히 S&P500 지수와 다우존스 산업평균지수는 지난...
517,2017.06.25.,[주간증시전망] 코스피 상승흐름 이어갈까···2분기 실적·유가 '변수',"이번주 증시 주요 변수로는 내달 2분기 실적 전망 기대, 추락한 국제유가 변동성, 최근 증시를 주도하는 시가총액 상위 IT 업종의 주가 추이, 기관투자가의 윈도우드레싱(window dressing) 수급량 등이 꼽힌다. 25일..."
518,2017.06.29.,"28일 국제 유가, 생산·재고 감소 등에 상승","한국석유공사는 28일 국제 유가가 미국 원유 생산 감소 및 휘발유 재고 감소, 미국 달러화 약세 등으로 상승했고, OPEC의 낮은 감산량 확대 가능성 등은 상승폭을 제한했다고 분석했다.   6월 3주 미국 원유..."
519,2017.06.30.,"[국제유가 급락②] '저유가 악몽' 석화·정유업계, 불확실성 증가에 '긴장'",사진 = pixabay 최근 국제유가 급락에 석화·정유업계가 바짝 긴장하고 있다. 지난 2014년 유가 급락으로 2조원대의 손실을 기록한 정유업계는 ‘저유가 악몽’을 떠올리며 유가 변동을 예의주시하고 있다. 최근...
520,2017.06.30.,"[국제유가 급락②] '저유가 악몽' 석화·정유업계, 불확실성 증가에 '긴장'",사진 = pixabay 최근 국제유가 급락에 석화·정유업계가 바짝 긴장하고 있다. 지난 2014년 유가 급락으로 2조원대의 손실을 기록한 정유업계는 ‘저유가 악몽’을 떠올리며 유가 변동을 예의주시하고 있다. 최근...
521,2017.07.04.,"국제유가, 올들어 최장기 랠리…WTI 배럴당 47.07달러",국제유가가 올 들어 최장기 상승세를 유지하고 있다. 미국에서 가동 중인 원유 채굴 장비수가 감소하면서 원유생산이 감소할 것이라는 기대가 유가를 밀어올렸다. 3일(현지시간) 미국의 블룸버그통신에 따르면...
522,2017.06.26.,[글로벌마켓워치] 2Q 실적 변수 '국제유가 급락',"▶ 2Q 실적 변수 '국제유가 급락' - 로이터 ""긍정적 실적전망에서'유가' 변수 등장"" 휴 존슨 / 휴 존슨 어드바이저 ""유가 평균 $47~$50는 돼야 시장 기대에 부응"" - WTI, 올초 대비 20%이상 하락 현재수준 유지하면, 하반기..."
523,2017.06.25.,"갑작스런 유가 급락, 한국경제 돌발악재 '급부상'",이번달 국제유가가 갑자기 배럴당 40달러 초반대로 급락하면서 정책당국이 촉각을 곤두세우고 있다. 특히 최근 유가 내림세가 수출 전선에 악영향을 줄 지가 주요 포인트다. 유가가 내리면 기업의 생산비용이 하락하는...
524,2017.06.26.,[국제유가] 주요 산유국 감산 합의 이행 중… WTI 0.6%↑,본문 이미지 영역 국제유가 전망. /사진=머니투데이 DB 국제유가가 달러 약세와 주요 산유국이 감산 합의를 이행 중이라는 소식에 상승했다. 23일(현지시간) 뉴욕상업거래소(NYMEX)에서 서부텍사스원유(WTI)는 27센트...
525,2017.06.30.,'예측 틀렸다'...국제유가 전망치 7.5달러 내린 골드만삭스의 반성문,"올해 국제 유가는 상반기 기준으로 20년 만에 최악의 성적을 기록했다. 원자재 전반이 지난 2월 중순 고점 대비 9% 떨어졌다. 골드만은 올해 서부텍사스원유(WTI) 전망치를 배럴당 7달러 이상 대폭 하향하고, 원유를 비롯한..."
526,2017.06.16.,5월 수입물가 1.4% 떨어져…유가하락 영향,"우리나라 수출입물가가 국제유가 흐름에 따라 등락을 거듭하고 있다. 한국은행이 오늘(16일) 발표한 '2017년 5월 수출입물가지수'를 보면, 지난달 수입물가지수(2010=100·원화기준) 잠정치는 80.63으로 4월보다 1.4..."
527,2017.06.25.,(뉴욕미리보기)미 원유 생산량·국제유가 가격 주목," 이번주 뉴욕증시는 국제유가의 흐름에 주목되고 있다. 지난주에 이어 이번주까지 유가하락이 이어질 경우, S&P 지수의 상승세를 꺽을 수 있다는 우려 때문이다.   지난 주 뉴욕 3대 지수는 소폭 상승했다. 주간기준..."
528,2017.06.21.,유가 짓누르는 셰일오일 공포…40弗 간당간당,"있지만 국제 유가 추락을 막지 못했다. 산유국 감산 합의에서 벗어나 있는 리비아와 나이지리아, 미국 셰일 업계가 생산량을 늘리면서 감산 효과를 무력화시키고 있기 때문이다. OPEC의 감산 합의가 한계를..."
529,2017.06.25.,5주째 하락 국제유가 한국 경제 발목 잡나,"5주째 하락세인 국제유가가 한국 경제의 발목을 잡는 것 아니냐는 우려가 높아지고 있다. 서부텍사스산 원유(WTI)는 지난 23일(현지시간) 기준 배럴당 43.01달러, 브렌트유는 45.54달러에 마감했다. 국제유가가 주간..."
530,2017.07.04.,미국발 호재에 국제유가 또 껑충...미국 · 유럽증시 정유주도 급등,달러 강세 속에도 유가 상승...이라크발 호재도 유가 상승 거들어 [초이스경제 이미애 기자] 3일(미국시각) 국제 유가가 또다시 올랐다. 8거래일 연속 상승이다. 오름폭도 확 커졌다. 미국의 원유 증산 움직임이 둔화된...
531,2017.06.23.,[국제유가] WTI 0.49% 반등…공급과잉 지속에 투심↓,(사진=연합) 국제유가가 10개월만에 최저치를 찍고 소폭 반등했다. 다만 석유수출구기구(OPEC)의 감산에도 공급 과잉이 지속되며 시장 심리는 여전히 부정적인 상태다. 22일(현지시간) 미국 뉴욕상업거래소(NYMEX)에서...
532,2017.06.13.,"국제유가, 산유국 감산이행 의지에 소폭 상승",국제유가가 현지시간 12일 소폭 상승했다. 미국 뉴욕상업거래소(NYMEX)에서 미 서부텍사스산 원유(WTI) 7월 인도분은 전거래일보다 25센트 오른 배럴당 46.08달러로 종료됐다. 런던 ICE 선물시장에서 7월 인도분...
533,2017.06.22.,국제유가 급락에 글로벌 증시 '휘청',"[내일신문] ""40달러 붕괴 시 증시 조정 불가피"" 위험자산선호 약화, 채권 수요 증가 국내, 하반기 수출증가율 둔화폭 확대 국제유가 급락에 글로벌 증시가 휘청이고 있다. 증시 전문가들은 유가가 40달러 밑으로..."
534,2017.06.22.,[일본마감] 닛케이 0.1%↓…엔高+유가 급락에 투심↓,국제 유가가 이틀 연속 급락한 가운데 엔화 강세가 투자 심리를 압박했다. 22일 닛케이225지수는 전장에 비해 28.28포인트(0.14%) 내린 2만110.51에 장을 마쳤다. 토픽스지수는 1.18포인트(0.07%) 하락한 1610.38로 거래를...
535,2017.06.27.,"국제유가, 43달러선 강보합…WTI 0.9%↑",[뉴스속보팀] 국제유가는 26일(현지시간) 소폭 상승했다. 지난주 ‘심리적 마지노선’으로 여겨지는 배럴당 40달러 선 부근까지 주저앉으면서 뚜렷한 방향성 없이 등락을 반복하는 모양새다. 이날 미국...
536,2017.06.26.,국제유가 급락에 中 원유 감산 지속,- 1~5월 원유 생산량 8024만톤..전년비 5.6%↓ [베이징= 국제 유가 급락세로 인해 중국내 원유 생산량이 지속적으로 감소하고 있다. 중국 국가통계국에 따르면 중국의 5월 원유 생산량은 1626만톤으로 지난해 같은...
537,2017.07.03.,"김장열 ""이번 주 증시 변수 많다...국제 유가는 40달러 지킬 듯""","또한 미국의 FOMC 의사록, 삼성전자 실적, 국제 유가 동향, 미국과 중국의 주요 경제지표도 시장 흐름에 영향을 미칠 것이란 예측도 나오고 있다. 골든브릿지 투자증권의 김장열 애널리스트는 3일 ""지난달 말 이뤄진..."
538,2017.06.25.,[주간전망대]유가 추가 하락할까…경제계 이목 집중,- 국제유가 흐름 주목…각종 경기지표도 나와 김동연 부총리 겸 기획재정부 장관이 지난 22일 오전 정부서울청사에서 스티브 므누친 미국 재무장관과 전화 통화를 하고 있다. 사진=기획재정부 제공 이번주...
539,2017.06.22.,"[뉴욕증시] 국제유가 하락, 에너지업종 부진… 다우 0.27%↓",/자료사진=이미지투데이 뉴욕증시 주요 3대 지수가 국제유가 하락으로 혼조세 마감했다. 21일(현지시간) 미국 뉴욕증권거래소(NYSE)에서 우량주 중심의 다우존스산업평균지수는 전장 대비 57.11포인트(0.27...
540,2017.06.22.,"[뉴욕증시] 국제유가 하락, 에너지업종 부진… 다우 0.27%↓",/자료사진=이미지투데이 뉴욕증시 주요 3대 지수가 국제유가 하락으로 혼조세 마감했다. 21일(현지시간) 미국 뉴욕증권거래소(NYSE)에서 우량주 중심의 다우존스산업평균지수는 전장 대비 57.11포인트(0.27...
541,2017.06.22.,"[원자재]국제유가, 美 재고감소에도 하락…WTI 2.25%↓",국제유가가 21일(현지시간) 원유 공급과잉 우려가 커지면서 2% 넘게 하락했다. 미국 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 8월 인도분은 전 거래일보다 98센트(2.25%) 하락한 배럴당 42.53달러로 마감됐다....
542,2017.06.24.,"뉴욕증시, 국제 유가 상승에 에너지주 강세…혼조 마감","국제 유가 상승으로 에너지주가 강세를 보였지만 헬스케어, 금융주 등은 약세를 나타냈다. 23일(현지시간) 뉴욕증권거래소(NYSE)에서 우량주 중심의 다우존스 30 산업평균지수는 전 거래일보다 0.01% 하락한 2만1394.76에..."
543,2017.06.15.,"국제유가, 오히려 늘어난 美 휘발유 재고에 3% 넘게 하락",국제유가가 14일(현지시각) 3% 넘게 떨어졌다. 미국의 휘발유 재고가 예상 밖으로 증가한 탓이다. 미국 뉴욕상업거래소(NYMEX)에서 거래된 미 서부텍사스산 원유(WTI) 7월물은 전날보다 1.73달러(3.7%) 내린 배럴당 44....
544,2017.06.29.,"美셰일업계 ""유가 45달러 밑돌면 투자 재검토""","한편, 현재 서부텍사스산원유(WTI) 기준 국제유가는 ‘심리적 마지노선’으로 여겨지는 배럴당 43달러 선에서 바닥을 다지는 모습이다. 온오프통합의 종합경제신문 [에너지경제]"
545,2017.06.29.,일감절벽에 유가하락까지…조선 '고난의 행군', 하반기 일감 절벽을 눈 앞에 둔 조선업계가 국제유가마저 지속 하락하며 또 다시 최악의 환경에 직면했다.     28일(현지시간) 뉴욕상업거래소 서부텍사스산원유 가격은 배럴당 44.74달러에 거래를 마쳤다. 지난 2월...
546,2017.06.16.,"국제유가, 산유국 감산효과 ‘반납’…WTI 0.6%↓","산유국 감산에도 계속되는 공급과잉에 국제유가가 15일(현지시간) 다시 떨어져, 지난해 말 감산 합의 이전의 수준으로 밀렸다. 미국 뉴욕상업거래소(NYMEX)에서 미 서부텍사스산 원유(WTI) 7월 인도분은 전날보다..."
547,2017.06.17.,"국제유가, 공급과잉 우려 팽배…이번주 WTI 2.4%↓",국제유가가 16일(현지시간) 원유 공급과잉을 해소시킬 만한 소재가 없는 가운데서도 상승 마감했다. 미국 뉴욕상업거래소(NYMEX)에서 미 서부텍사스산 원유(WTI) 7월 인도분은 전날보다 28센트(0.6%) 오른 배럴당 44....
548,2017.06.20.,"국제유가, 미국·리비아 증산 물량에 '비실비실'",2016.09.29 = 국제유가가 지난달 25일 석유수출국기구(OPEC)의 감산시효 연장 합의에도 불구하고 좀처럼 약세에서 벗어나지 못하고 있다. 미국의 세일유 업자들이 시추 설비를 증설하고 물량을 쏟아내고 있는 가운데...
549,2017.06.26.,"유가에 발목 잡힌 정유업계, 2분기 실적 부진 전망...""하반기 회복될듯""","SK이노베이션·에쓰오일 영업익 추정치 전년비 26~40% 감소 작년 하반기부터 오름세를 보였던 국제유가가 지난달 중순 이후 하락세로 돌아서면서 SK이노베이션(096770), 에쓰오일, GS칼텍스, 현대오일뱅크 등 국내..."
550,2017.06.26.,"유가에 발목 잡힌 정유업계, 2분기 실적 부진 전망...""하반기 회복될듯""","SK이노베이션·에쓰오일 영업익 추정치 전년비 26~40% 감소 작년 하반기부터 오름세를 보였던 국제유가가 지난달 중순 이후 하락세로 돌아서면서 SK이노베이션(096770), 에쓰오일, GS칼텍스, 현대오일뱅크 등 국내..."
551,2017.06.23.,유가 약세에 원유ETF↓…저점 매수 기회?,최근 국제유가가 약세를 보이면서 원유 상장지수펀드(ETF)가 일제히 약세를 보이고 있다. 전문가들은 한동안 국제유가가 약세를 보일 가능성이 높아 저점 매수를 기대하기 보다는 원유 파생결합증권(DLS)나 인버스ETF...
552,2017.06.22.,먹구름 가득 낀 국제유가 어디로?…30달러냐 60달러냐,점치기도 국제유가가 또다시 큰 폭으로 하락하면서 기술적으로 약세장으로 들어섰다. 미국 서부 텍사스산 원유(WTI) 가격은 21일(현지시간) 하루에만 2% 이상 떨어져 배럴당 42달러대까지 주저 앉았고 지난 2월 고점 이후...
553,2017.06.22.,국제유가 상반기 20% 추락… 또 약세장 우려,[  국제유가가 올 들어 20% 이상 추락하면서 '약세장'에 진입한 것 아니냐는 우려를 낳고 있다. 21일(현지시간) 런던ICE 선물거래소에서 거래되는 북해산 브렌트유 가격은 배럴당 44.82달러에 마감하면서 올 들어 처음...
554,2017.06.21.,국제유가 9개월來 최저···베어마켓(약세장) 들어섰나,23弗 2월 전고점 대비 21% 추락 40弗대 지지도 장담 못해 산유국들 철저한 감산 이행에도 리비아·나이지리아 공급 확대 美 셰일가스 증산 조짐까지 겹쳐 친환경 에너지 보편화도 발목 [서울경제] 국제유가가 9개월...
555,2017.06.29.,"국제유가, 미국 원유 생산량 감소에 반등","[tbs 김현지 기자] 미국의 원유 생산량이 감소했다는 소식이 전해지면서 국제유가가 이틀 연속으로 반등했습니다. 뉴욕상업거래소에서 미 서부텍사스산 원유 8월 인도분은 어제(28일)보다 50센트, 1.1% 오른 배럴당..."
556,2017.07.06.,"유럽증시, 호·악재 혼재 속 찔끔 상승...유가 추락 속 러시아는 급락",반면 이날에도 국제 유가가 하락하면서 프랑스의 토탈이 1.5% 하락하는 등 관련주가 약세를 보인 것은 시장의 발목을 잡았다. 특히 러시아가 원유 추가 감산에 반대한다는 의견을 나타내자 유가가 급락했고 이...
557,2017.06.26.,[Asia마감]유가 반등에 상승,지난주 약세장에 돌입한 국제유가가 반등에 나선 게 투자심리를 자극했다는 분석이다. 국제유가는 지난주에 고점 대비 20% 이상 떨어져 약세장에 진입하며 글로벌 증시에 찬물을 끼얹었다. 그러나 이날로...
558,2017.06.23.,국제유가 40달러 위협…역발상 투자자 '기웃',"""(투자자 B씨) 국제유가가 40달러 초반 수준으로 내려온 가운데 원유 관련 자산에 투자하려는 '역발상 투자자'들이 늘고 있다. 21일 뉴욕상업거래소에서 8월분 서부텍사스산원유(WTI)는 배럴당 98센트(2.3%) 하락한..."
559,2017.06.21.,"[뉴욕증시] 국제유가 하락, 에너지업종 약세… 다우 0.29%↓","IBK투자증권은 ""원유 공급 과잉 우려가 지속되면서 국제유가가 하락한 영향으로 하락 출발한 3대 지수는 장 초반 에너지업종을 중심으로 낙폭을 확대했다""며 ""장 중 스티븐 므누신 미국 재무장관의 세재개편..."
560,2017.06.22.,"뉴욕증시, 국제 유가 연일 하락에 에너지주 약세…혼조 마감",국제 유가가 2% 넘게 떨어지면서 다우존스 30 산업평균지수와 스탠더드앤드푸어스(S&P) 500 지수가 타격을 받았다. 나스닥은 헬스케어주의 강세로 올랐다. 21일(현지시간) 뉴욕증권거래소(NYSE)에서 우량주 중심의...
561,2017.06.24.,[국제유가] 전날이어 소폭반등…주간 단위로는 5주 연속 하락,[[연합]] 23일(현지시간) 국제유가는 이틀 연속 소폭 반등했다. 이날 미국 뉴욕상업거래소(NYMEX)에서 서부텍사스산 원유(WTI) 8월 인도분은 전날보다 0.27달러(0.60%) 상승한 배럴당 43.01달러를 기록했다  런던 ICE...
562,2017.06.22.,국제유가 하락ㆍ실적개선 기대감에…항공주 ‘훨훨’,국제유가가 하락세를 보이면서 항공주가 22일 52주 신고가를 기록하는 등 강세를 나타내고 있다. 이날 오전 10시 29분 현재 유가증권시장에서 한진칼은 전일대비 3.70% 오른 2만6650원에 거래되고 있다. 한진칼은 장...
563,2017.06.27.,"유가 상승, WTI 43.38달러…계절적 요인에 수요 증가 가능성",[자료=한국석유공사] [EBN 최수진 기자]국제유가가 계절적 요인에 따른 석유 수요 증가 가능성에 힘입어 상승세를 탔다. 27일 한국석유공사에 따르면 26일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산 원유...
