,날짜,제목,요약
374,2018.03.15.,"유가 상승, WTI 60.96달러…미 휘발유·중간유분 재고 감소",[자료=한국석유공사] [EBN 최수진 기자]국제유가가 미국 휘발유 및 중간유분 재고 감소로 상승했다. 15일 한국석유공사에 따르면 14일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산원유(WTI) 가격은...
375,2018.03.15.,"""국제유가 올해 말 70달러대로 상승"", 석유제품 수요 꾸준히 증가","국제유가가 올해 말까지 배럴당 70달러 수준으로 오를 것으로 예상됐다. 임재균 KB증권 연구원은 15일 ""운전 수요가 급증하는 시기를 앞두고 미국 정제설비 가동률이 오르고 석유수출국기구(OPEC)의 원유 감산 합의도..."
376,2018.03.24.,무역전쟁 본격화·美금리인상…내일 모르는 국제유가,​국제유가가 미중 무역전쟁에 대한 우려와 미국 금리인상 등 불확실성 속에서 변동폭을 늘리고 있다. 한 가지만으로도 국제유가에 영향을 줄 수 있는 이슈들이 동시다발적으로 진행되면서 국제유가는 예상하기...
377,2018.03.22.,"FOMC의 날...국제 유가 & 美 정유주 급등, 무슨 일?","달러 추락 + 미국 원유재고 감소가 유가 급등 견인 [초이스경제 이미애 기자] 21일(미국시각) 국제 유가가 전날에 이어 또 뛰었다. 이틀 연속 급등이다. 이날엔 FOMC 금리결정 후 달러가치가 급락한 점, 그리고 미국의..."
378,2018.03.16.,유가 소폭 상승,국제유가가 소폭 상승했다. 15일 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.23달러(0.4%) 상승한 61.19달러에 거래를 마쳤다. 런던 ICE 선물거래소의 4월물 브렌트유도 같은...
379,2018.03.21.,달러 급반등에도 국제 유가 껑충...호재는?,"중동 불안, 베네수엘라 감산 가능성, 미국증시 호전 등이 유가 자극 [초이스경제 이미애 기자] 20일(미국시각) 국제 유가가 전날의 반짝 하락세를 뒤로하고 다시 급반등했다. 달러 강세에도 유가가 올랐다. 미국증시..."
380,2018.03.11.,"국제유가 사흘 만에 반등, 북미 정상회담 기대감도 작용",국제유가가 사흘 만에 반등했다. 미국의 경제지표가 개선되고 있는 데다 북미 정상회담이 처음으로 개최될 가능성이 부각된 데 영향을 받은 것으로 풀이된다. 11일 한국석유공사에 따르면 서부텍사스산 원유(WTI)는...
381,2018.03.15.,"유가 70달러 원하는 사우디, 산유량 제한 의지 강조","한편 이날 사우디가 산유량 제한에 적극적으로 나서고 있다는 소식이 확산되자 국제유가는 소폭 상승했다. 브렌트유는 0.1% 오른 배럴당 64.72달러, 서부텍사스산원유(WTI)는 0.3% 상승한 60.89달러를 기록했다...."
382,2018.03.16.,15일 국제 유가 상승,"45달러에 거래를 마쳤다.   한국석유공사는 15일 국제 유가는 2018년 석유 수요 전망치 상향, 미국의 대러시아 제재 부과 등으로 상승했고, 미국 달러화 강세 등은 상승폭을 제한했다고 전했다.  "
383,2018.03.13.,[국제유가] WTI 1.1%↓… 美증산 + OPEC 감산 우려 속 약세,국제유가가 12일(현지시간) 1% 넘게 하락했다. 미국의 증산과 석유수출국기구(OPEC)의 감산을 둘러싼 우려가 지속되면서 투자자들의 불안심리가 나타났기 때문이다. 또 지난주 투기적 거래자들이 원유 강세 베팅을...
384,2018.03.27.,"(재송)플래츠 ""향후 국제유가, 美 이란 제재에 향방 달려""",(서울=연합인포맥스) 임하람 기자 = 글로벌 원자재·에너지 정보업체 스탠더드앤드푸어스(S&P) 글로벌플래츠는 향후 국제유가가 도널드 트럼프 미국 대통령의 이란 제재 여부에 영향을 크게 받을 것이라고 진단했다. S&P...
385,2018.03.12.,"사우디 ""70달러"" vs 이란 ""60달러""…OPEC, 적정유가 논쟁에 분열하나",석유생산량 감축을 통해 국제유가를 끌어 올린 석유수출국기구(OPEC)에서 분열 조짐이 보이고 있다. 국제유가가 배럴당 70달러선까지 올라야 한다는 사우디아라비아와 60달러 안팎이 적당하다는 이란이 맞서면서다....
386,2018.03.15.,"국제유가, 美 휘발유 재고 감소로 상승",[한국무역신문 = 김성욱 기자] 국제유가가 미국 휘발유 및 중간유분 재고 감소 영향으로 상승했다.15일 한국석유공사에 따르면 14일(현지시간) 뉴욕상품거래소(NYMEX)에서 서부텍사스산원유(WTI) 4월물은...
387,2018.03.26.,"플래츠 ""향후 국제유가, 美 이란 제재에 향방 달려""",(서울=연합인포맥스) 임하람 기자 = 글로벌 원자재·에너지 정보업체 스탠더드앤드푸어스(S&P) 글로벌플래츠는 향후 국제유가가 도널드 트럼프 미국 대통령의 이란 제재 여부에 영향을 크게 받을 것이라고 진단했다. S&P...
388,2018.03.17.,"유가 상승, WTI 62.34달러…석유수요 증가 전망",[자료=한국석유공사] [EBN 최수진 기자]국제유가가 올해 세계 석유수요의 증가 전망에 힘입어 상승했다. 17일 한국석유공사에 따르면 16일(현지시간) 뉴욕상업거래소(NYMEX)의 미국 서부텍사스산 원유(WTI) 가격은...
389,2018.03.15.,14일 국제 유가 상승,"14일 국제 유가는 미국 휘발유 및 중간유분 재고 감소로 상승했고, 비OPEC 생산량 증가 전망, 미국 주요 셰일(Shale) 분지 생산량 증가 전망, 미국 달러화 강세 등은 상승폭을 제한했다.  "
390,2018.03.14.,"국제유가, 미 증산우려 속 하락세…WTI 1.1%↓","[tbs 조주연 기자] 국제유가가 미국의 원유 증산 우려 속에 이틀째 하락세를 이어갔습니다. 뉴욕상업거래소에서 다음달 인도분 서부 텍사스산 원유는 배럴당 0.65달러, 1.1% 하락한 60달러 71센트에 거래를..."
391,2018.03.19.,"현대중공업, 저유가로 무산됐던 로즈뱅크 해양플랜트 다시 따낼까",현대중공업은 과거 로즈뱅크 해양플랜트 일감을 수주했다가 국제유가 하락으로 계약을 해지된 적이 있는데 올해 이 사업을 수주하기 위해 다시 뛰어들었다. 강환구 현대중공업 대표이사 사장. 19일 현대중공업과...
392,2018.03.11.,국내 휘발유값 안정세…“국제유가 하락에 따른 것”,최근 몇 주간 상승세를 보였던 휘발유 가격이 국제유가 하락에 반영돼 3주 연속 주춤하는 모양새다. 11일 한국석유공사 유가정보 서비스 오피넷에 따르면 3월 첫째주 주유소 휘발유 판매가격은 전주 대비 1.4원...
393,2018.03.12.,"SK이노베이션 주가 상승, 국제유가 오르며 기업가치도 재평가",국제유가가 오를 것이라는 전망에 SK이노베이션 기업가치도 높아질 것으로 기대됐다. 12일 SK이노베이션 주가는 직전거래일보다 4.89%(1만 원) 오른 21만4500원에 거래를 마쳤다. 김준 SK이노베이션 대표이사 사장....
394,2018.03.14.,13일 국제 유가 하락,"13일 국제 유가는 미국 원유 생산 증가 전망, 미국 원유 재고 증가 추정 시황의 콘탱고(Contango) 전환 조짐 등의 영향으로 하락했고, 미국 국무부 장관 경질, 미국 달러화 약세 등은 하락폭을 제한했다.  "
395,2018.03.20.,"국제유가, 주가하락·원유증가 우려에 약세…WTI 0.5%↓",[한스경제 김지호] 국제유가는 19일(현지시간) 하락세를 보였다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 0.5%(0.28달러) 떨어진 62.06달러에 거래를 마쳤다. 이날...
396,2018.03.15.,[국제유가] 14일 WTI·브렌트유↑두바이유↓,"[투데이에너지 배유리 기자] 14일 국제유가는 WTI·브렌트유는 상승했고 두바이유는 하락했다. 한국석유공사 오피넷은 서부텍사스산 원유 WTI는 전일대비 배럴당 0.25달러 상승한 60.96에, 북해산 브렌트유는..."
397,2018.04.10.,잘나가던 '러·브 펀드'의 배신,국제 유가 상승으로 올초부터 전날까지 평균 6.76%의 안정적인 수익률을 내고 있었지만 하루 만에 ‘마이너스’로 돌아선 것이다. 러시아 주식형펀드 설정액은 4820억원에 달한다. 일각에서는 2008~2009년 러·브 펀드...
398,2018.03.12.,[국제유가]8일 WTI·브렌트유·두바이유 하락,"[투데이에너지 배유리 기자] 8일 국제유가는 WTI, 브렌트유 두바이유 모두 하락했다. 한국석유공사에 따르면 서부텍사스산 원유인 WTI는 전일대비 배럴당 1.03달러 하락한 60.12달러에 북해산 브렌트유는 전일대비 0...."
399,2018.04.10.,美 제재에 러 금융시장 휘청,특히 미국 측 제재 대상에 포함된 세계 최대 알루미늄 기업의 주가가 반 토막 나 국제 알루미늄 가격이 급등하고 국제유가도 70달러선을 넘기는 등 원자재 시장도 요동쳤다. 이날 러시아증권거래소에서 주요 50개...
400,2018.04.10.,美 제재에 러 금융시장 휘청,특히 미국 측 제재 대상에 포함된 세계 최대 알루미늄 기업의 주가가 반 토막 나 국제 알루미늄 가격이 급등하고 국제유가도 70달러선을 넘기는 등 원자재 시장도 요동쳤다. 이날 러시아증권거래소에서 주요 50개...
401,2018.03.23.,국제유가 사흘 만에 떨어져...금값은 상승,국제유가가 사흘 만에 하락했습니다. 뉴욕상업거래소의 5월 인도분 서부 텍사스산 원유는 어제보다 배럴당 1.3% 떨어진 64.30달러에 거래를 마쳤습니다. 런던 ICE 선물거래소의 5월물 브렌트유도 배럴당 0.76% 내린...
402,2018.03.15.,[국제유가]13일 WTI·브렌트유·두바이유 하락,"[투데이에너지 배유리 기자] 미국 원유생산량 증가와 미국 원유재고량 증가, 시황의 콘탱고 전환조짐 등의 영향으로 13일 국제유가는 모두 하락세를 보였다. 반면 미국 국무부 장관의 경질과 미국 달러화 약세..."
403,2018.03.21.,[데일리 Oil] 중동지역 긴장 우려 속 유가 상승...WTI 63.40으로 마감,[산업일보] @IMAG2@ 현지 시간 20일 국제 유가는 중동지역 긴장 우려 및 베네수엘라 생산 감소 등으로 상승했다. 한국석유공사 석유정보센터에 따르면 뉴옥상업거래소(NYMEX)의 미국 서부텍사스산 원유(WTI)...
404,2018.03.14.,"[국제유가]12일 WTI·브렌트유↓, 두바이유↑","[투데이에너지 배유리 기자] 12일 국제유가는 WTI, 브렌트유는 하락했고 두바이유는 상승했다. 한국석유공사 오피넷에 따르면 서부텍사스산원유인 WTI는 전일대비 배럴당 0.68달러 하락한 61.36l에, 북해산..."
405,2018.03.16.,"국제유가, 수요증가 전망에 강세…WTI 0.4%↑",[한스경제 김지호] 국제유가는 15일(현지시간) 소폭 상승했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.23달러(0.4%) 상승한 61.19달러에 거래를 마쳤다. 글로벌 원유...
406,2018.03.15.,"국제유가, 미 원유재고 감소에 강세…WTI 0.4% 올라","[tbs 지혜롬 기자] 국제유가가 미국의 원유재고 감소가 호재로 작용해 소폭 올랐습니다. 뉴욕상업거래소에서 다음달 인도분 서부 텍사스산 원유는 배럴당 25센트, 0.4% 상승한 60달러 96센트에 거래를 마쳤습니다...."
407,2018.03.25.,미중 무역전쟁에…국제 유가 급등세,"[메트로신문 | 이봉준 기자] 최근 미중 무역전쟁, 미국 금리인상 등 대내외 불확실성이 커지면서 국제유가가 상승세를 지속하고 있다. 25일 뉴욕상업거래소(NYMEX)에 따르면 지난 23일(현지시간) 5월 인도분 서부 텍사스산..."
408,2018.03.12.,"한은, 국제유가 상승·달러화 약세·고용시장 개선… '美 물가상승세 확대 전...","[이뉴스투데이 유제원 기자] 한국은행은 국제유가 상승과 달러화 약세, 고용시장 개선 등으로 미국의 물가상승세가 점차 확대될 것으로 전망했다. 한은은 11일 발간한 해외경제포커스에서 ""미국은 지난해 하반기 이후..."
409,2018.03.21.,"국제유가, 중동긴장 우려에 상승…WTI 2.3% 올라","[tbs 지혜롬 기자] 국제유가가 중동의 긴장이 고조될 것이라는 우려로 상승했습니다. 뉴욕상업거래소에서 5월 인도분 서부 텍사스산 원유는 전날보다 배럴당 1달러, 2.3% 오른 63달러 54센트에 거래를 마쳤습니다...."
410,2018.03.12.,"정유업계, 1분기 실적 '청신호'…정제마진 강세·유가 상승 호조",또한 국제유가가 상승세를 보이고 있는 것도 정유업계에 긍정적인 신호다. 유가가 단기적으로 상승할 경우 정유업계의 실적은 크게 뛰는 구조이기 때문이다. 낮은 가격에 미리 사뒀던 원유에 대한 재고평가액이 올라...
411,2018.03.17.,'국제유가 하락' 7개월만에 국제선 항공권 유류할증료 내려,[한스경제 신진주] 국제유가 하락 영향으로 7개월 만에 국제선 항공권 유류할증료가 한 단계 내린다. 17일 항공업계에 따르면 다음달 국제선 유류할증료는 5단계에서 4단계로 이달보다 한 단계 내린다. 국제선...
412,2018.03.11.,"[글로벌 리포트] 줄어드는 가계소득, 불안한 국제유가… 푸틴 4기 정권 성패는...",하지만 2014년 크림반도 병합으로 서방 제재를 받은 데다 국제 유가 하락이 겹치면서 2015~2016년 러시아는 2년 연속 마이너스 성장을 기록하는 등 3기(2012~2018년)엔 ‘우울한 경제 성적표’를 받았다. 대선을 앞두고...
413,2018.03.16.,OPEC 내분에 커지는 국제유가 불확실성,"국제유가 목표치를 놓고 석유수출국기구(OPEC)내 분열 조짐이 나오면서 유가 전망의 불확실성이 확대되고 있다. 국제유가는 수요 상승 전망 속에 상승세를 보였으나, 공급 측면인 OPEC 감산이 계속 유지될 지는..."
414,2018.03.14.,"국제유가, 미 증산우려 속 약세…WTI 1.1%↓",[한스경제 김지호] 국제유가가 이틀째 하락세를 이어갔다. 13일(현지시간) 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.65달러(1.1%) 하락한 60.71달러에 거래를 마쳤다. 미국의...
415,2018.03.15.,"국제유가, 미 원유재고 감소에 강세…WTI 0.4%↑",[한스경제 김지호] 국제유가는 14일(현지시간) 소폭 올랐다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 0.25달러(0.4%) 상승한 60.96달러에 거래를 마쳤다. 미국의...
416,2018.03.15.,국제 유가 반등했는데 미국 정유주는 왜 추락?,휘발유 재고 감소에 유가 소폭 반등했지만 유가 불안요인 많아 [초이스경제 이미애 기자] 14일(미국시각) 국제 유가가 전날의 하락세를 뒤로 하고 반등했다. 그러나 상승폭이 워낙 작아서인지 미국증시 내 정유주들의...
417,2018.03.14.,"무디스 ""유가, 중기적으로 45~65달러 박스권 전망""",(서울=연합인포맥스) 김성진 기자 = 국제 신용평가사 무디스는 13일(현지시간) 국제유가가 중기적으로 배럴당 45~65달러의 박스권을 이어갈 것으로 전망했다. 이는 종전 전망 범위 배럴당 40~60달러의 상단과 하단을...
418,2018.03.17.,국제 유가 사흘째 껑충 & 美 정유주도 상승...시장 상황은?,시추기 증가 및 달러 강세는 악재 vs 세계 수요증가 전망은 호재 [초이스경제 이미애 기자] 16일(미국시각) 국제 유가가 또 올랐다. 사슬 연속 상승이다. 글로벌 원유수요 증가 기대감이 연일 유가를 끌어 올렸다. 다만...
419,2018.03.13.,"국제유가, 미 증산 우려 속 약세…WTI 1.1%↓",[한스경제 김지호] 국제유가는 12일(현지시간) 1%대 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전거래일보다 배럴당 0.68달러(1.1%) 하락한 61.36달러에 거래를 마쳤다. 지난주...
420,2018.03.12.,"""OPEC 감산에 유가오를 듯…SK이노베이션, 자원개발수익 상승""전망-유안타 증...","황규원 유안타증권 연구원은 ""원유재고량 1억 배럴 감소 시 유가는 15$정도 상승한다""며 ""OPEC과 러시아의 감산 결속력이 강화됨에 따라 매장당 올해 재고를 추가로 1배럴당 더 줄일 것으로 예상되며 국제유가는 80..."
421,2018.04.10.,중동 戰雲 고조에 러 증시 11% 폭락,또 시리아 사태로 인해 중동 지역의 지정학적 위기감이 작용하면서 국제유가도 2% 이상 급등했다. 파이낸셜타임스(FT)에 따르면 9일(현지시간) 러시아 증시에서 RTS지수는 전거래일 대비 11.4% 급락한 1094.98로 마감했다....
422,2018.03.16.,"달러 강세에도 국제 유가, 이틀째 상승...미 정유주도 '미소'",미국 휘발유 재고 격감이 이틀 연속 호재로 작용 [초이스경제 이미애 기자] 15일 국제 유가가 또 올랐다. 전일에 이어 이틀 연속 상승했다. 그러나 전날과 이날 모두 오름폭이 크지는 않았다. 미국발 공급과잉 우려가...
423,2018.03.13.,미국발 공급과잉 현실화?...국제 유가 다시 하락,"EIA ""4월엔 미국 산유량 사상 최대 이를 것"" [초이스경제 이미애 기자] 12일(이하 미국시각) 국제 유가가 직전 거래일의 반짝 급등세를 뒤로 하고 다시 하락했다. 미국의 원유증산 우려가 유가를 압박했다...."
424,2018.04.10.,美 제재에 러시아 증시 급락…2014년 12월 이후 낙폭 최대,당시 우크라이나 사태와 국제유가 하락 등으로 촉발된 러시아 경제위기로 루블화 가치가 하루 만에 20% 넘게 폭락하는 등 러시아 경제가 크게 출렁였다. 미국은 최근 시리아 아사드 정권의 화학무기 사용과 관련해...
425,2018.04.10.,GS家 4세 허세홍 `항만 최강기업` 꿈꾼다,"GS엔텍은 2010년 인수 이후 전방산업 침체로 실적 부진에 시달리다가 최근 국제유가 상승으로 플랜트 기기 판매가 증가하면서 호조세를 보이고 있다. 그 결과 지난해 GS글로벌은 연결기준 매출액 3조3874억원, 영업이익..."
426,2018.03.20.,3%(GDP)성장 발목잡는 3대 리스크...통상마찰-금리-유가,"석유수출국기구(OPEC) 내 1, 3위 산유국인 사우디아라비아와 이란이 국제유가 수준을 놓고 분열 조짐을 보이고 있다. 국영석유회사 아람코의 기업공개(IPO)를 추진 중인 사우디는 배럴당 70달러대를 원하지만 미국산..."
427,2018.04.10.,"러시아증시 발 대공황이 온다, 미국증시 다우지수 비상… 자산동결 쇼크 일파...","러시아 증시 발 대공황이 온다, 미국증시 다우지수 비상… 자산동결 쇼크 일파만파, 환율 국제유가 가상화폐 흔들 미국 뉴욕증시 최종마감= 다우지수 0.19%↑ S&P500 지수 0.33%↑ 나스닥지수..."
428,2018.04.10.,"SK 계열사 희비…이노베이션 '활짝', 텔레콤 '우려'",비정유 부문은 지난 2014년 국제유가 급락으로 정유업계가 전반적인 적자전환에 허덕일 때 기록한 영업손실 1828억원 이후 매년 반등에 성공했다. 순이익도 2011년 3조1758억원 이후 6년 만에 2조원을 넘겼다. 2014년...
429,2018.04.06.,"국제유가, 무역전쟁 우려 완화에 상승...WTI 0.3%↑",출처=뉴시스 [이코노믹리뷰=박희준 기자]국제유가가 5일(현지시각) 미국과 중국간 무역전쟁 우려 완화에 소폭 상승했다. 미국의 원유재고량 감소도 영향을 미쳤다. 이날 선물시장인 뉴욕상업거래소에서 미국산...
430,2018.04.09.,‘태양광 왕국’ 꿈꾸는 중동의 ‘석유왕국’,풍부한 석유 자원에 의존해 경제 발전을 이뤄낸 중동 산유국들은 최근 국제유가 하락과 실업률 상승으로 위기를 맞았다. 배럴당 100달러가 넘었던 국제유가는 2016년 초 20달러까지 급락했다가 최근 60달러대를...
431,2018.04.07.,"국제유가, 무역전쟁 우려·원유채굴 장비수 증가에 급락...WTI 2.3%↓",국제유가가 6일(현지시각) 미국과 중국간 무역전쟁 우려가 다시 고조되고 미국의 산유량 대리 지표인 원유채굴장비가 증가한 것으로 나오면서 급락했다. 출처=뉴시스 [이코노믹리뷰=박희준 산업기자 ]국제유가가...
432,2018.03.14.,美 증산 우려 지속...유가 또 하락 · 美 정유주 동반 약세,국제 유가 이틀 연속 하락...달러 약세는 유가 하락폭 제한 [초이스경제 이미애 기자] 13일(미국시각) 국제 유가가 전날에 이어 또 떨어졌다. 미국발 원유 증산 우려가 이틀 연속 유가를 짓눌렀다. 뉴욕 상업거래소에...
433,2018.04.10.,‘러시아 증시’ 11% 이상 폭락…미국 정부 제재가 원인?,"러시아 증시/ 사진=네이버 증권정보 화면 캡쳐 국제유가 반등에 힘입어 강세를 이어가던 러시아 증시가 11% 이상 폭락했습니다. 이는 현지시간으로 지난 6일 미 재무부가 러시아의 크림반도 병합, 시리아 정부의..."
434,2018.04.10.,"삼성바이오로직스, 1년5개월새 몸집 4배 불렸다",원전 가동률이 떨어지고 지난해말부터 국제유가 강세가 진행되면서 수익성이 크게 떨어진 것이 주가 하락으로 이어졌기 때문이다. 현대차도 판매 부진 여파로 지난 2월 코스피로 이전상장한 셀트리온에게 시총 3위...
435,2018.04.10.,"뉴욕증시, 시진핑 유화 발언에 상승 출발","국제유가도 큰 폭 올랐다. 5월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.83% 오른 64.58달러에, 브렌트유는 1.86% 상승한 69.93달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리선물..."
436,2018.04.10.,[국제] 태양 에너지 확보 나선 석유 부국 사우디,국제유가 하락을 막기 위해 원유 생산량을 줄였기 때문이다. 한때 배럴당 20달러대로 떨어졌던 원유 가격은 지금 60달러를 웃돌고 있다. 하지만 사우디의 이런 노력에도 앞으로 국제유가는 중·장기적으로 하향세를...
437,2018.03.20.,[중동에 부는 탈(脫)오일 바람] 저유가 따른 재정 악화로 경제구조 다각화에 ...,"2014년 이후 급락한 국제유가가 중동 산유국들의 위기감을 증폭시켰기 때문이다. 2014년 배럴당 100달러 선이던 두바이유 가격은 2016년 초 20달러 선까지 급락했다. 최근 들어 60달러 선까지 가격이 회복됐지만, 예전 같은..."
438,2018.04.10.,"[해외증시] S&P500, 10개 업종↑...헬스케어 금융주 강세",오늘 국제유가는 지정학적 리스크가 회복되면서 상승세를 보였습니다. 서부 텍사스산 원유 가격은 63.42 달러에 거래 마감했습니다. 브랜트유는 68.58달러에 거래됐습니다. 이어서 금 가격도 확인 해보시죠. 금...
439,2018.04.08.,남들 철수할 때 新車 투입… 러시아서 빛난 MK의 결단,여기에 국제 유가가 큰 폭으로 떨어지자 러시아 경제는 곤두박질쳤다. 제너럴모터스(GM)를 비롯한 다수 글로벌 자동차 회사는 러시아 시장에서 손을 떼기 시작했지만 현대·기아차는 정반대의 전략을 택했다....
440,2018.04.08.,남들 철수할 때 新車 투입… 러시아서 빛난 MK의 결단,여기에 국제 유가가 큰 폭으로 떨어지자 러시아 경제는 곤두박질쳤다. 제너럴모터스(GM)를 비롯한 다수 글로벌 자동차 회사는 러시아 시장에서 손을 떼기 시작했지만 현대·기아차는 정반대의 전략을 택했다....
441,2018.04.09.,[필동정담] 항공시장 과당경쟁論,국제유가가 안정되고 소득 수준도 3만달러에 이르면서 그 수요는 더 가파른 상승세를 탈 게 분명하다. 산업 측면에서도 항공운송은 양질의 일자리를 대거 창출하는 첨단 서비스업이다. 항공기 1대당 직접 고용만 100명...
442,2018.04.05.,脫원전에 LNG수요 2배 `쑥`…전기료·CO2는 어쩌나,에너지경제연구원은 국제 유가가 100달러를 돌파하면 LNG발전 단가가 kwh당 155.4원까지 치솟을 것으로 전망하기도 했다. '에너지 정책 합리화를 추구하는 교수협의회'의 온기운 공동대표(숭실대 교수)는...
443,2018.04.05.,"국제유가, 무역전쟁 우려에 하락...WTI 0.2%↓",미중간 무역전쟁 우려로 국제유가가 4일(현지시각) 소폭 하락했다. 출처=뉴시스 [이코노믹리뷰=박희준 기자 ]국제 유가가 4일(현지시각) 미국과 중국간 무역전쟁 우려로 하락했다. 미국의 원유재고량이 예상과 달리...
444,2018.04.09.,삼성증권 사건에 공매도 비난해서야…용어 혼동일뿐,"예를 들어 국제유가가 급락할 것으로 예상된다면, 원유 선물시장에서 배럴당 30달러에 선물을 빌려 매도한다. 기름값이 27 달러로 떨어질 때 선물을 사서 빌린 선물을 돌려준다. 이 투자자는 30달러에 팔고 27달러에 샀으니..."
445,2018.04.08.,"2년 연속 호실적 정유업계, 1분기에도 호조 이어가나",원화 강세와 국제유가가 작년 4분기보다 약세를 보인 점 등이 악재로 꼽히는 가운데 석유화학 시장에서 일부 제품 가격이 강세를 보인 점은 호재로 꼽히고 있다. 금융정보업체 에프앤가이드에 따르면 6일 기준...
446,2018.04.10.,"대형건설사 실적, 해외사업 성패에 달려",국제유가가 배럴당 65달러를 웃돌면서 저유가 불황의 늪에서 벗어난 데다 상대적으로 리스크가 큰 중동지역의 비중도 줄어들고 있기 때문이다.   인력 감축 등 건설사 내부 정비가 어느정도 마무리되면 해외사업에...
447,2018.04.09.,"[해외증시]S&P500, 산업재·헬스케어·기술주 약세","지난 주 국제 유가는 미국과 중국간의 무역전쟁 우려가 다시 한번 발생하고, 미국의 원유 채굴 장비 수가 늘어나면서 급락했습니다. 서부 텍사스산 원유는 주간으로 1.51% 62달러에 거래 마감했습니다. 브렌트유는..."
448,2018.04.05.,'재활용대란' 경고 번번이 무시한 환경부…현장점검도 '뒷북'(종합),"자원순환사회경제연구소는 당시 연구 보고서에서 ""국제 유가 하락과 국내·외 경기 침체 장기화에 따른 수요 위축 등으로 재활용 업체의 경영이 악화하고 있다""며 ""재활용 시장 위축으로 인해 장기적으로는 재활용 시장..."
449,2018.04.09.,‘서프라이즈’로 어닝시즌 첫 포문…실적 기대감↑,"최근 원화 강세와 국제유가 약세 등이 불안요소로 꼽히지만 석유화학 제품 가격이 강세를 보인 점이 호재로 꼽히고 있다. 에프앤가이드에 따르면 SK이노베이션은 8529억원, S-Oil은 4170억원의 영업이익이 예상된다...."
450,2018.04.10.,"[뉴욕마감]FBI, 트럼프 변호사 압수수색 소식에 상승폭 반납",국제유가는 무역전쟁 우려가 완화되는 가운데 급등했다. 이날 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부 텍사스산 원유(WTI)는 전거래일보다 배럴당 1.36달러(2.2%) 상승한 63.42달러에 거래를 마쳤다. 런던 ICE...
451,2018.04.10.,"[글로벌 시황] 뉴욕증시, IT 주도 상승했으나 뒷심 부족","< 박민영 MTN앵커 > - 뉴욕증시, IT 주도 상승했으나 뒷심 부족 - 업종, 금융·IT 오르고 통신·산업 내리고… 혼조 - 유럽증시, 박스권 흐름 러시아 홀로 폭락 - 상품시장, 국제유가 달러 약세/주식 강세 속 상승..."
452,2018.04.10.,"양수영, 석유공사의 아픈 손가락 하베스트 처리에 솜씨 보여줄까",하지만 석유공사의 경영 정상화 방안은 국제유가가 50년 안에 400달러를 돌파할 것이란 전망을 토대로 작성됐다. 현재 60달러대에 머물고 있는 국제유가로는 하베스트의 채산성을 장담하기 어렵다. 하베스트에서 나오는...
453,2018.04.10.,"뉴욕증시, 시진핑 유화 발언에 상승 출발","국제유가도 큰 폭 올랐다. 5월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.83% 오른 64.58달러에, 브렌트유는 1.86% 상승한 69.93달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리선물..."
454,2018.04.10.,기름값 내렸다는데… 판매가는 왜 변함이 없지?,[충남일보] [충남일보 이훈학 기자] 대전·세종·충남지역 주유소 기름값이 6주 연속 하락세를 이어가고 있는 가운데 국제유가가 등락을 거듭하고 있어 앞으로 보합세를 보일 전망이다.   10일 한국석유공사...
455,2018.04.07.,"국내 휘발유 가격 7주 연속 하락…""추세적 보합세 예상""",다만 최근 국제유가가 복잡한 국제정세에 얽혀 등락을 반복하고 있어 국내 기름값은 향후 추세적으로 보합세를 보일 것이란 전망이다. 7일 한국석유공사 유가정보 서비스 오피넷에 따르면 4월 첫째주 주유소...
456,2018.04.10.,"현대건설, '재무통' 새수장 덕 '내실탄탄'… 수주잔고·매출증진 '과제'","해외건설협회 관계자는 ""중동지역은 예맨 내전으로 갈등을 겪는 사우디아라비아와 이란이 국제유가 전망에 이견을 보이면서 석유수출국기구(OPEC) 감산 합의가 파기될 수 있다는 우려가 제기되고 있다""며 ""감산 합의가..."
457,2018.04.09.,상장사 1분기 ‘깜짝 실적’…반도체·은행·업종대장주 ‘웃음꽃’,"최근 원화 강세와 국제유가 약세 등이 불안요소로 꼽히지만 석유화학 제품 가격이 강세를 보인 점이 호재로 꼽히고 있다. 에프앤가이드에 따르면 SK이노베이션은 8529억원, S-Oil은 4170억원의 영업이익이 예상된다...."
