,날짜,제목,요약
490,2018.03.09.,"[김진호의 세계읽기] 차르 푸틴, 안팎 악재에도 믿는 구석 ‘미·유럽의 포퓰...",국제유가가 고공행진을 한 시기와 맞물린다. 하지만 크림반도 병합 탓에 미국·일본·캐나다의 독자제재와 EU의 제재를 받고 있다. 2016년 미국 대선개입은 또 다른 제재를 야기했다. 세계은행에 따르면 러시아 경제는...
491,2018.03.06.,[종합]2월 소비자물가 상승률 1.4%…한파에 농산물은 7.4%↑,"국제유가 하락과 기저효과가 작용한 영향으로 분석된다. 한편 서비스 부문 물가 상승률은 1.7%를 기록했다. 최저임금 인상에 따른 물가상승효과는 크지않다는 것이 통계당국의 설명이다. 통계청 관계자는 ""1~2월 중..."
492,2018.03.09.,"뉴욕증시, 미 고용 호조에 상승 출발","국제유가는 미국 원유 채굴장비수 공개를 앞두고 올랐다. 4월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 1.43% 상승한 60.98달러에, 브렌트유는 1.63% 높은 64.60달러에 움직였다. 시카고상품거래소(CME)..."
493,2018.03.07.,"국제유가, 달러약세에 3일 연속 상승...WTI 0.1%↑",국제유가가 6일(현지시각) 달러 약세에 힘입어 상승했지만 미국의 산유량과 원유재고량 증가 예상으로 상승폭은 제한됐다. 출처=뉴시스 [이코노믹리뷰=박희준 기자]국제유가가 6일(현지시각) 달러 약세에 힘입어...
494,2018.03.09.,“수출·생산·소비 양호한 회복세…청년실업·통상압력 변수”,"석유류는 국제유가 하락과 등으로 0.5%포인트 떨어져 상승세가 둔화됐지만, 외식과 설 연휴에 따른 여행비 상승으로 개인서비스 부문의 상승폭이 확대됐다. 1월 설비투자는 반도체 제조용기계 수입 증가 등으로..."
495,2018.03.08.,[뉴욕마감]게리 콘 사임에 무역전쟁 우려…혼조 마감,국제유가는 무역전쟁 우려로 나흘 만에 내림세로 돌아섰다. 이날 뉴욕상품거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 2.3%(1.45달러) 내린 61.15달러에 거래를 마쳤다. 런던 ICE 선물거래소의...
496,2018.03.07.,"조선업, 봄날 오나…지난달 전세계 발주량 절반 차지",2016년 2월 배럴당 20달러대까지 떨어졌던 국제유가가 60달러대까지 오른 것도 호재다. 유가가 오르면 원유운반선이나 해양플랜트의 발주가 늘어난다. 게다가 미국ㆍ러시아 등이 본격적으로 액화천연가스(LNG)...
497,2018.03.09.,"[이시각특징주]삼성전자, 외인매수에 2%강세...250만원 회복","국제유가WTI는 미국 생산량 증가에 60달러까지 내려왔지만 석유화학주들은 어제 낙폭에 따른 반등을 하는 모습이고, 화장품주들이 오르고있다. 운수창고업종 중에서 항공주들이 상승하고있다. 인천공항 제2여객터미널..."
498,2018.03.06.,"코스피, 美 무역전쟁 우려 완화에 반등","서상영 키움증권 연구원은 ""최근 한국증시 하락 요인이었던 무역분쟁 이슈 완화에 따른 기대감이 유입될 것""이라면서 ""국제유가가 수요 증가에 따른 기대감에 상승한 점도 우호적인 영향을 줄 것""이라고..."
499,2018.03.09.,"뉴욕증시, 무역전쟁 우려 완화에 상승 출발","국제유가는 미국 원유재고 증가 속에 혼조세를 나타냈다. 4월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.05% 상승한 61.18달러에, 브렌트유는 0.14% 하락한 64.25달러에 움직였다. 시카고상품거래소(CME)..."
500,2018.03.08.,美 원유 재고 증가…WTI 61.15달러,[매일일보 변효선 기자]  7일(현지시간) 국제유가가 하락했다. 8일 한국석유공사에 따르면 7일(현지시간) 뉴욕상업거래소(NYMEX)에서 거래되는 서부 텍사스산 원유(WTI)는 전일 대비 1.45달러 하락한 배럴...
501,2018.03.09.,그린북 “수출ㆍ생산ㆍ소비 회복세 불구…통상현안 등 안팎 리스크”,"석유류는 국제유가 하락과 등으로 0.5%포인트 떨어져 상승세가 둔화됐지만, 외식과 설 연휴에 따른 여행비 상승으로 개인서비스 부문의 상승폭이 확대됐다. 1월 설비투자는 반도체 제조용기계 수입 증가 등으로..."
502,2018.03.09.,[뉴욕마감]트럼프 철강·알루미늄 관세부과 결정…상승마감,이날 국제유가는 하락했다. 뉴욕상품거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전날보다 배럴당 1.7%(1.03달러) 내린 60.12달러에 거래를 마쳤다. 런던 ICE 선물거래소의 5월물 브렌트유도 같은 시각 배럴당 0....
503,2018.03.08.,장 마감 후 주요 공시-7일,"회사 측은 ""국제유가 상승에 따른 원재료비 증가로 원가율이 증가했다""고 설명했다. -해덕파워웨이는 10억원 규모의 신주인수권을 행사한다고 7일 공시했다. 행사 주식수는 17만9051주이며 이는 주식 총수 대비..."
504,2018.03.06.,1월 서비스수지 사상 최대 적자…경상수지 흑자 폭 4년 만에 최저,"국제 유가 상승으로 원유 도입 단가가 오르면서 원자재 수입이 19.9% 증가했다. 자본재 수입 역시 21.6% 증가했다. IT 업체의 투자가 증가하면서 기계류·정밀기기(30.3%), 전기·전자기기(19.9%) 수입이 증가했지만..."
505,2018.03.08.,'모든 기업을 살리진 않는다'…'GM·금호'도 적용될까,또한 국제유가 강세와 세계 경기 회복 등에 힘입어 LNG(액화천연가스)선 등을 중심으로 업황이 조금씩 살아나는 상황이다. 그러나 중국 등 경쟁국에 대해 뚜렷한 기술 우위를 확보하지 못한 중소 조선사들엔 ‘남의 일’...
506,2018.03.09.,"고형권차관 ""소비자물가 안정세…최저임금 인상영향 제한적""","고 차관은 ""2월에는 한파로 채소류 가격 상승, 설 연휴 여행비 상승 등으로 오름폭이 확대됐다""며 ""축산물 가격이 안정적이고 국제유가 하락으로 석유류 상승세가 둔화되면서 5개월 연속 1%대 안정세를 지속하고 있다""고..."
507,2018.03.09.,[한국경제TV - 증시라인]2018년 상반기 증시환경 점검(2),전승지 : 국제 유가는 WTI 기준으로 60불 지지력 테스트를 지속하고 있음. 달러화의 방향성이 흐려지고 있어 무역전쟁 이슈의 유가에 대한 직접적인 영향은 크지 않은 상황임. 현재는 미국의 생산에 시장이 주목하고...
508,2018.03.06.,"코스피, 美 무역전쟁 우려 완화에 반등…2,400선 회복(종합)","서상영 키움증권 연구원은 ""최근 한국증시 하락 요인이었던 무역분쟁 이슈 완화에 따른 기대감이 유입될 것""이라면서 ""국제유가가 수요 증가에 따른 기대감에 상승한 점도 우호적인 영향을 줄 것""이라고..."
509,2018.03.07.,"서울시, 작년 하루 201톤 생활쓰레기 줄였다","국제유가 하락에 따른 재활용 시장 침체 등 여건은 좋지 않았으나 서울시는 자치구·쓰레기함께줄이기 시민운동본부와 함께 감량사업, 현장점검, 제도개선, 캠페인 등 다양한 노력을 추진해 쓰레기를 줄였다. 우선..."
510,2018.03.06.,"[환율마감] 원/달러, 전 거래일 대비 5.9원↓","도널드 트럼프 미국 대통령의 발언으로 촉발된 무역전쟁 우려가 완화되고, 국제유가가 상승하는 등 위험자산에 대한 선호가 강화되면서 이날 원/달러 환율도 하락 압력을 받은 것으로 풀이된다. 김수정 기자 superb..."
511,2018.03.06.,"외식물가, 죽·피자 빼고 껑충…“최저임금은 2분기 본격 반영”","국제유가 하락의 영향으로 석유류의 상승세도 지난 1월 4.5%에서 2월에는 4%로 둔화됐다. <박은하 기자 eunha999@kyunghyang.com> ▶ [경향비즈 바로가기], 경향비즈 SNS [페이스북] ▶ [인기 무료만화 보기] [©경향신문(www.khan.co...."
512,2018.03.06.,LNG선 발주 증가세에…기대감 높아지는 조선주,지난해 하반기 이후 국제유가가 회복세를 보이면서 원유·석유제품·가스 등 관련 재화를 운반해야 할 선박 수요가 늘었다. 이에 LNG선 발주가 늘면서 업황이 살아나고 있다는 설명이다. 한국 조선소가 주로 건조하는...
513,2018.03.09.,"[글로벌 시황] 뉴욕증시, 관세 발표에 시선집중…관망 속 상승","상품시장, 국제유가 美 관세 부과 앞두고 하락 - 아시아증시, 中 2월 무역 흑자 확대로 상승 - 코스피/코스닥, 네 마녀 심술 없이 동반 상승 - 특징주, 셀트리온 급락 하루만에 '급등' - 특징주, 조선주 세계 1위 선박 건조..."
514,2018.03.08.,"""비엠티, 우호적 환경·실적 성장 기대""-신한","한경래 연구원은 ""글로벌 경기 호황 속 국제 유가 및 LNG 가격이 상승하며 조선, 정유, 해양플랜트 업황이 회복세에 진입했다""며 ""올해 글로벌 선박 발주량은 전년 대비 26.8% 증가한 9900만 DWT(재화중량톤수)가..."
515,2018.03.04.,"글로벌 주식·채권·환율 변동성 확대…""불확실성 대비해야""","국제 유가를 비롯한 원자재 가격이 상승하고, 선진국의 GDP 갭률이 플러스로 전환되거나 마이너스 폭이 축소되는 등 글로벌 수요가 확대되는 중이다. 이에 따라 주요국의 통화정책 정상화가 가속화될 것이라는 우려가..."
516,2018.03.09.,"(이슈) 강관업계, 美 25% 관세 부과에 '당혹'","최근 국제유가 상승과 미국 내 셰일가스 붐으로 OCTG 및 송유관 수요는 증가하는 추세다.   이번 미국 정부의 조치에 세아제강은 미국 OCTG 생산공장인 'SSUSA(SeAH Steel USA, LLC.)'의 가동률을 높일 계획이다. 지난해부터..."
517,2018.03.07.,‘생활쓰레기 반입관리제’ 하루 201톤 줄였다,"국제유가 하락에 따른 재활용 시장 침체 등 여건은 좋지 않았으나 서울시는 자치구, 쓰레기함께줄이기시민운동본부와 함께 감량사업, 현장점검, 제도개선, 캠페인 등 다양한 노력을 추진해 쓰레기를 줄여 나갔다...."
518,2018.03.06.,"[올댓차이나]홍콩 증시, 뉴욕 증시 급등에 반등 개장","국제 유가 인상으로 중국해양석유와 중국석유천연가스가 2.8%, 2.7% 오르고 있으며 중국석유화공은 1.3% 뛰고 있다. 항셍지수는 오전 10시5분(한국시간 11시5분) 시점에는 376.26, 1.26% 올라간 3만262.65로 거래됐다...."
519,2018.03.09.,트럼프 철강관세 강행에도 뉴욕증시 강세… 다우 0.38% 등 3대지수 모두 올라,이날 뉴욕증시는 US스틸과 AK스틸 등 철강주 매도 속에서 국제유가 하락으로 에너지 관련주가 하락세를 보이며 지수를 크게 끌어올리지 못했다.   다우지수 향방을 가늠할 핵심주 캐터필러와 보잉 주가는 모두...
520,2018.03.09.,트럼프 철강관세 강행에도 뉴욕증시 강세… 다우 0.38% 등 3대지수 모두 올라,이날 뉴욕증시는 US스틸과 AK스틸 등 철강주 매도 속에서 국제유가 하락으로 에너지 관련주가 하락세를 보이며 지수를 크게 끌어올리지 못했다.   다우지수 향방을 가늠할 핵심주 캐터필러와 보잉 주가는 모두...
521,2018.03.09.,"기재차관 ""물가 안정세 지속…인플레 심리 확산에는 대응""","2월에는 한파로 채소류 가격이 1월에 비해 오르고 설 연휴로 여행비도 상승 폭이 확대됐으나 축산물 가격은 안정세를 보이고 국제유가 하락으로 석유류 상승세도 둔화했다. 물가 불안 우려가 제기된 외식의 경우, 전월..."
522,2018.03.08.,"국내 수주마저 하락… 건설업계, 보릿고개 들어섰다",국제유가도 지난달 지난해 8월 이후 처음으로 월간 하락을 기록했으며 3월 첫 거래일에도 약세를 이어가면서 해외수주 실적 감소세에서 벗어날 것이라는 기대감이 커진 상황이다. 1일(현지시각) 뉴욕 상업거래소에서...
523,2018.03.09.,[글로벌 무역전쟁-중] 'FTA 무용론' 속 올해 한국 수출시장은?,"미국 등 선진국과 주요 신흥국의 경기회복, 이에 따른 제조업·IT 경기 호조, 국제유가 상승 등 우리 수출에 긍정적인 면이 존재한다는 것이 업계 분석이다. 품목별로는 반도체 수출액이 전년 대비 8.8% 증가하면서 단일..."
524,2018.03.09.,"[국제유가] WTI 와르르 폭락, 트럼프 관세폭탄 서명 일파만파… 달러환율 가상...","[국제유가] WTI 와르르 폭락, 트럼프 관세폭탄 서명 일파만파… 달러환율 가상화폐 금값 뉴욕증시 비상 [글로벌이코노믹 김대호 가자 ] 국제유가가 큰 폭으로 떨어졌다...."
525,2018.03.06.,"[올댓차이나]홍콩 증시, 뉴욕 증시 급등에 대폭 반등 마감",중국해양석유를 비롯한 석유 관련주도 국제 유가 인상을 호재로 견조하게 움직였다. 유제품주 멍뉴유업과 식품주 중국왕왕 등 소비 관련 종목이 강세를 나타냈다. 하지만 중국에서 슈퍼마켓 체인을 전개하는...
526,2018.03.07.,"[조선업 어디로①] '빅3' 수주 쾌조…""올해 전망 밝다'","국제유가도 올해 들어 꾸준히 배럴당 60달러 이상을 유지하고 있다. 유가가 오르면 원유운반선이나 해양플랜트의 발주가 늘어난다. 업계 관계자는 ""최근 중국 업체들이 치고 들어오긴 하지만 초대형원유운반선..."
527,2018.03.08.,[MTN현장+]진퇴양난 해외자원개발…긴 안목으로 옥석 가려야,"국제유가가 요동칠때마다 나오는 에너지 안보를 확보하는 것이 첫 번째다. 에너지원을 안정적이고 저렴하게 수급할 수 있고, 이를 통한 수익 창출도 예상된다. 또 하나는 해외자원개발 프로젝트에 한국 기업이 동반..."
528,2018.03.06.,건설사 해외수주 여건 악화되나,게다가 작년 하반기부터 오름세를 나타냈던 국제유가도 미국 원유재고량이 예상보다 증가하면서 급락한 상황이다. 여기에 미 트럼프 행정부의 중동압박 정책까지 국내 건설사들의 해외수주 여건을 어렵게 하는...
529,2018.03.04.,올 들어 '러·브펀드' 수익률 고공행진,지난 2016년 배럴당 30달러 아래로 떨어졌던 국제유가는 지난해 하반기부터 상승세를 지속하고 있다. 1월26일 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스산 원유(WTI) 가격은 배럴당 66.14달러까지 올라 2014년 12월...
530,2018.03.08.,"뉴욕증시, 무역전쟁 우려 속 혼조세 마감",뉴욕 증권거래소 [사진=AP/뉴시스] 국제유가는 글로벌 무역전쟁에 대한 우려로 나흘 만에 내림세를 기록했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 1.45달러(2.3...
531,2018.03.02.,"계속되는 수주소식, 조선 업황 개선되나","2일 조선업계에 따르면 세계 경기 회복과 환경규제 강화, 국제유가 상승 등의 이유로 국제 해운사의 발주물량이 늘어나고 있다. 업계에서는 3년 만에 전 세계 수주량이 인도량을 넘어설 것으로 예상하고 있다...."
532,2018.03.08.,"현대오일뱅크, 정제마진 강세에 기업공개작업 순항",정제마진은 올해 국제유가가 일정 수준으로 유지되고 석유제품 수요가 늘어나 강세를 보일 것으로 전망됐다. 정제마진은 정제유 등 석유제품 가격에서 원유 가격과 정제비용을 뺀 값을 말하는데 정유사의 수익성에 큰...
533,2018.03.08.,"[코스피 챔피언 ⑭] 롯데케미칼, 2년 연속 ‘석유화학 1위’ 올해도 문제없다","앞으로도 상당 기간 유지될 것으로 예상되는 석유화학 슈퍼사이클과 국제 유가 안정세, 특히 중국의 환경 규제로 인해 국내 석유화학 기업들이 반사이익을 얻을 것이란 전망이 나오고 있기 때문이다. 롯데케미칼의..."
534,2018.03.08.,에너지전환 바람 타고…도약 꿈꾸는 '에너지효율시장',이후 낮은 국제유가가 한동안 지속되면서 ESCO사업 수요 자체가 줄었다. 하지만 최근 정부 정책에서 에너지 수요 관리가 주요하게 다뤄지면서 ESCO를 필두로 한 에너지효율사업은 재도약을 준비하고 있다. 특히...
535,2018.03.07.,"뜨거웠던 화학업계 실적 경쟁, 확정실적에서 롯데가 웃었다",전 세계 경기 성장세 지속 전망으로 석유화학 제품 수요가 늘어날 것이란 관측과 함께 국제유가가 배럴당 60달러선에서 유지될 것이란 관측에 무게가 쏠리고 있다. 또 중국에서의 환경규제로 인해 국내...
536,2018.03.06.,"`잇따른 수주낭보` 조선업계, 에너지 시황 타고 불황 넘을까?","국내 조선업계가 지난해 하반기부터 이어진 국제유가 회복세에 힘입어 액화천연가스(LNG)운반선, 초대형유조선(VLCC) 등을 잇따라 수주하고 있다. 특히 LNG 분야에서 기술력을 확보하고 있는 한국 조선업계가 향후..."
537,2018.03.07.,OPEC·美 셰일업계 감산합의 불발,이에 따라 국제유가가 오르면 셰일 생산을 늘리고 유가가 떨어지면 생산을 줄여 국제유가를 출렁이게 만드는 두 세력간의 줄다리기는 계속될 전망이다. 이 경우 국제유가는 박스권에 갇힐 가능성이 높아진다....
538,2018.03.09.,고형권 차관 “물가 안정세 지속”…다만 외식 물가는 2.8%의 상승률,그는 “2월 물가 상승을 견인했던 농산물의 경우 기상여건 호전과 재배면적·출하량 증가 등으로 전반적으로 안정세를 보일 것이고 석유류 가격도 최근 국제유가 흐름을 볼 때 보함세를 이어갈 것”이라고 전망했다. 다만...
539,2018.03.05.,작년 석유제품 수입 제외하고 생산·소비·수출 모두 역대 최대,LPG 수입량은 국제유가 상승에 따른 LPG 가격 상승으로 산업과 수송 부문의 소비가 감소하면서 전년 대비 12.5% 감소한 7300만 배럴을 기록했다. 벙커C유 수입량은 국내 발전부문 수요가 급감하면서...
540,2018.03.03.,기름값 떨어졌다고?..보름간 1원 남짓 하락,휘발유 가격이 지난달 국제유가 급락 여파로 하락세가 이어졌지만 정작 소비자들은 체감하지 못하는 실정이다. 하락세로 돌아선 지난달 17일부터 이날까지 보름간 휘발유값 하락폭이 불과 1.2원 수준에 불과하기...
541,2018.03.06.,1월 서비스수지 적자 ‘사상 최대’…44억9000만달러,국제 유가 상승으로 원유 도입 단가가 오르면서 원자재 수입이 19.9% 증가했다. 자본재 수입 역시 21.6% 증가했다. 소비재 수입은 23.9% 증가했는데 이 중 승용차(92.6%) 수입 증가 폭이 컸다. 상품수지 흑자 규모가...
542,2018.02.26.,"코스피, 외국인·개인 매도 속 '찔끔' 상승…2,457.65","국제유가 상승으로 특히 정유주가 강세를 보여 SK이노베이션(4.76%), GS(3.89%), 에쓰오일(S-Oil)(3.78%) 등이 크게 올랐다. 반면 NAVER(-2.29%), 신한지주(-2.06%), 삼성물산(-1.87%), KB금융(-0.93%), 삼성생명(-0.39%) 등은..."
543,2018.03.06.,석유수출 4년 연속증가···사상 최대치,"국제유가는 두바이유기준 2016년 배럴당 41.41달러에서 2017년 53.18달러로 28.4% 상승했다. 원유수입량은 2016년 10억7600만배럴에서 2017년 11억1,800만배럴로 3.7% 증가했다. 국가별로는 카자흐스탄, 미국, 영국..."
544,2018.03.07.,"삼성중, 올해 수주 목표 82억달러 ‘순항’","또 다른 해운업계 관계자는 “최근 국제유가 상승, 글로벌 경기회복 등 시황이 개선되는 징후가 뚜렷한 가운데 국제해사기구(IMO)가 2019년, 2020년 각각 적용할 예정인 선박평형수와 황산화물 규제로 LNG 연료 선박..."
545,2018.03.08.,"[글로벌 시황] 뉴욕증시, 콘 사임에 휘청 나스닥 4일째 상승","상품시장, 국제유가 2% 하락… 무역전쟁 피해 우려 - 아시아증시, 무역 전쟁 우려 재등장에 하락 - 코스피/코스닥, 남북 해빙무드 덮은 美 보호무역 우려 - 특징주, 셀트리온그룹株 테마섹 블록딜에 급락 - 특징주, LG전자..."
546,2018.03.05.,"오락가락 코스피, 2400선 방어전… 코스닥은 약세","국제유가는 올랐다. 이날 뉴욕상업거래소에서 4월분 서부텍사스산원유(WTI)는 전일대비 배럴당 26센트(0.4%) 오른 61.25달러로 거래를 마쳤다. 코스피 시장에서 외국인이 25억원, 개인이 371억원 순매수다. 기관은..."
547,2018.03.07.,"서울시, '생활쓰레기 반입관리제'로 하루 201톤 줄였다","국제유가 하락에 따른 재활용 시장 침체 등 여건은 좋지 않았으나 서울시는 자치구·쓰레기함께줄이기 시민운동본부와 함께 감량사업, 현장점검, 제도개선, 캠페인 등 다양한 노력을 추진해 쓰레기를 줄였다. 우선..."
548,2018.03.04.,"한숨 돌린 한국가스공사, 자원개발 리스크 일단락","양지혜 삼성증권 연구원은 “국제유가가 배럴당 55달러 이상을 기록한다면 한국가스공사의 호주 프릴루드 프로젝트가 무난히 영업이익을 창출할 것""이라고 봤다. 그는 이어 “호주 GLNG 프로젝트는 올해 연 300억..."
549,2018.03.05.,"지난해 석유제품 수출, 5억900만배럴…""사상 최대""",LPG 수입량은 국제유가 상승에 따른 LPG 가격 상승으로 산업과 수송 부문의 소비가 감소하면서 전년 대비 12.5% 감소한 7300만배럴을 기록했다. 벙커C유 수입량은 국내 발전부문 수요가 급감하면서...
550,2018.03.06.,휘발유 가격 2주 연속 소폭 하락…전주 대비 1.4원 내린 1리터당 1564원,"한국석유공사 관계자는 “사우디 수출량 제한 방침, 리비아 주요 유전 수출 중단 등으로 국제유가는 상승했으나 기존 국제유가 하락분이 시차를 두고 반영됨에 따라 국내유가는 약보합세를 보일 것”이라고..."
551,2018.03.06.,조선 경기 바닥쳤나?,"{이중남/ 삼성중공업 기술기획팀장""해양플랜트의 경우국제유가가 전반적으로 상승기류에 와있기 때문에 그런관점에서 발주처들이 발주를위한 시그널들이 서서히 오고있는 시점입니다. ""} 거제시 등 지역의 체감경기는..."
552,2018.03.08.,"""비엠티, 우호적 업황 도래…올해 높은 실적 성장 예상""",한 연구원은 “국제 유가 상승과 중국의 친환경 에너지 소비 확대로 LNG 수요가 빠르게 증가하는 점에 주목해야 한다”며 “비엠티는 2012년부터 LNG 제어에 필요한 초저온밸브를 개발해왔고 LNG선 발주 증가로 하반기...
553,2018.03.08.,[서울경제TV] 무역전쟁 우려에 처진 증시··· 업종 골라 투자해야,"지난해 말보다 영업이익 전망치가 오른 업종으로는 위탁매매 수수료 증가로 실적 개선이 기대되는 증권과 사드 보복 완화가 호재가 된 항공, 국제유가 상승으로 수익성이 높아진 화학 등이 있습니다. /김성훈기자 bevoice..."
554,2018.03.05.,"석유제품 수출 신기록 경신…""올해도 지속된다""","한편 업계 관계자는 올해 석유제품 수출과 관련해 ""글로벌 석유 수요 증가, 국제유가 강세로 수출량 및 수출액 모두 지난해보다 확대될 것으로 전망된다""고 내다봤다."
555,2018.03.06.,'경제 체온계' 근원물가 둔화 조짐…고민 커진 韓銀,"소비자물가 상승률은 국제유가, 농산물값, 공공요금 등 예측 불가능한 변수들 탓에 널뛰기 가능성이 있는 반면, 근원물가는 수요 측면에서 기조적인 물가 추세를 살펴볼 수 있는 지표이기 때문이다. 근원물가가 이처럼..."
556,2018.03.09.,[증시브리핑] 美 증시 상승…‘관세폭탄’ 멕시코·캐나다 제외,"◇ 상품 마감 국제유가는 2월 13일 이후 최저치를 기록했습니다. 미국의 주간 원유재고가 발표됐는데, 누적재고가 사상 최대를 기록했습니다. 물량에 대한 압박을 받으며 60달러선 초반으로 떨어졌습니다. (자세한..."
557,2018.03.02.,미국·러 신형무기 경쟁… 선거 앞둔 '두 스트롱맨' 힘 과시 나섰다,최근 국제 유가 반등으로 재정건전성을 회복하고 있지만 국제 유가가 폭락한 2015~2016년 러시아는 2년 연속 마이너스 성장을 기록했다. ◆글로벌 군비경쟁 촉발 인테르팍스 통신에 따르면 러시아 전략미사일군 사령관...
558,2018.03.06.,"[뉴욕마감]무역전쟁 우려 완화, 경제지표 호조에 상승",국제유가는 원유 수요가 늘어날 것이라는 전망에 상승세를 이어갔다. 이날 뉴욕상품거래소(NYMEX)에서 4월 인도분 서부 텍사스산 원유(WTI)는 전 거래일보다 배럴당 2.2%(1.32달러) 오른 62.57달러에 거래를 마쳤다. 런던...
559,2018.02.21.,"한파에 채솟값 쑥…생산자물가 상승률, 4개월 만에 최고","국제유가 상승 여파로 석탄및석유제품에서 2.4% 올랐다. 특히 경유(4.2%), 등유(4.7%), 휘발유(1.8%)의 상승세가 두드러졌다. 반면 공급 과잉의 여파로 TV용 액정표시장치(LCD)(-4.0%), 모니터용LCD(-2.7%) 등에선 전월보다..."
560,2018.03.06.,"IEA ""2020년 이후 원유 공급에 차질 생길 수도""","지난 2016년 말 OPEC 회원국과 러시아, 멕시코, 카자흐스탄 등 비회원 산유국은 국제유가를 끌어올리고자 지난해 1∼6월에 걸친 하루 180만 배럴 감산에 합의했다. 그 후 이 합의는 두 차례 연장돼 올해 연말까지..."
561,2018.03.08.,"[2018, 도전과 응전 ②] 현대건설, 중동서 공격 수주로 올해 목표 달성","작년 하반기부터 국제 유가가 최소 발주선인 배럴당 60달러를 넘어서는 등 환경이 우호적으로 바뀌고 있는 만큼 현대건설은 선택과 집중, 시장 다변화 전략으로 달성할 계획이다. 현대건설 관계자는 ""전통적 수주강세..."
562,2018.02.26.,수출물량 4개월 만에 최대 폭 증가…반도체 호조 지속,국제유가 상승으로 수입 가격이 크게 오른 탓이 컸다. 지난달 국제유가(두바이유 기준)는 1년 전보다 23.3% 올랐다. porque@yna.co.kr ▶기사제보 및 문의 ▶로봇이 쓰는 올림픽 속보  ▶올림픽 챗봇 체험하기
563,2018.03.06.,위험자산 선호도 강화…환율 1070원대 하락,"[헤럴드경제=이슈섹션] 도널드 트럼프 미국 대통령의 발언으로 촉발된 무역전쟁 우려가 완화되고 국제유가가 상승하는 등 위험자산에 대한 선호가 강화되면서 원·달러 환율이 1,070원대로 주저 앉았다. 6일 서울..."
564,2018.03.02.,트럼프發 무역전쟁 공포...다우 1.68% 하락,국제유가는 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 4월 인도분 서부텍사스산 원유(WTI)는 배럴당 0.65달러(1.1%) 하락한 60.99달러에 거래를 마쳤다. 런던 ICE 선물거래소의 4월물 브렌트유도 같은 시각 배럴당 0....
565,2018.03.07.,"뉴욕증시, 게리 콘 사임 소식에 하락 출발","국제유가는 미국 원유재고 증가에 내렸다. 4월물 서부텍사스산 원유(WTI) 가격은 전 거래일보다 0.73% 하락한 62.14달러에, 브렌트유는 0.52% 낮은 65.45달러에 움직였다. 시카고상품거래소(CME) 페드워치에 따르면..."
566,2018.03.01.,"대림산업, 1500명 1개월 무급휴직 시행…창사후 처음",국제 저유가 기조가 장기화 되면서 대림산업의 지난해 플랜트 부문 신규 수주는 2781억원으로 전년(2조7549억원)의 10% 수준으로 급감했다. 누적수주잔고도 2016년 말 7조347억원에서 지난해 말 3조8천695억원으로 절반...
567,2018.03.06.,2월 소비자물가 전년比 1.4% 상승...한파에 농산물 '들썩',국제유가 하락과 기저효과가 작용한 영향으로 분석된다. 서비스 부문 물가 상승률은 1.7%를 기록했다. 최저임금 인상에 따른 물가상승효과는 크지 않다고 통계청은 설명했다. 하위 항목을 보면 개인서비스가 전년...
568,2018.03.06.,지난해 석유제품 생산·소비·수출 사상 최대,"3% 감소했다. 또, 국제유가 상승에 따른 액화석유가스(LPG) 가격 상승으로 산업과 수송 부문의 소비가 감소하면서 액화석유가스 수입량은 전년 대비 12.5% 줄었다. [신아일보] 백승룡 기자 sowleic@shinailbo.co.kr"
569,2018.03.04.,브라질 에탄올 사상 첫 무역적자…'에탄올 경쟁력' 하락,"국제유가 하락세가 한동안 계속되면서 브라질에서는 에탄올 생산시설 폐쇄와 생산량 축소가 잇따랐으며, 이는 에탄올 산업의 경쟁력을 빠르게 떨어뜨렸다는 지적을 받고 있다. 브라질에서 판매되는 자동차의 90..."
570,2018.03.07.,기준금리 올려야 하는데…저물가 눈에 밟히네(종합),"소비자물가 상승률은 국제유가, 농산물값, 공공요금 등 예측 불가능한 변수들 탓에 널뛰기 가능성이 있는 반면, 근원물가는 수요 측면에서 기조적인 물가 추세를 살펴볼 수 있는 지표이기 때문이다. 근원물가가..."
571,2018.03.07.,"서울시, ‘생활쓰레기 반입관리제’ 통해 쓰레기 201톤 감량","국제유가 하락에 따른 재활용 시장 침체 등 여건은 좋지 않았으나 서울시는 자치구·쓰레기함께줄이기 시민운동본부와 함께 감량사업, 현장점검, 제도개선, 캠페인 등 다양한 노력을 추진해 쓰레기를 줄였다. 우선..."
572,2018.03.02.,최악 피했지만 수출길 막혀,"[리포트] 지난 3년 동안 국제유가가 꾸준히 오르면서 셰일 오일이나 가스 채취를 크게 늘린 미국, 덕분에 유정용 강관 등의 수요가 늘면서 우리 강관 수출도 지난 1년새 두 배 넘게 증가했습니다. 한국산 철강은 미국..."
